## ROI	Slice	EdU	X	Y	Cy5	FociPerCell	Condition
122	16	18564.853175448312	776.0	628.0	882	1	shSTN1_H2O2
123	16	12998.786625665503	496.0	666.0	685	1	shSTN1_H2O2
124	17	764.3392043729123	356.0	136.0	640	1	shSTN1_H2O2
125	17	9659.398060954678	537.0	251.0	709	1	shSTN1_H2O2
126	17	15274.373321764544	367.0	403.0	486	1	shSTN1_H2O2
127	17	13616.188508625486	712.0	470.0	748	1	shSTN1_H2O2
128	17	10828.553835125447	479.0	699.0	660	1	shSTN1_H2O2
129	17	19646.50398106305	174.0	910.0	508	1	shSTN1_H2O2
130	17	15743.685365089314	505.0	920.0	588	1	shSTN1_H2O2
131	17	18957.213872142303	694.0	828.0	756	1	shSTN1_H2O2
132	18	12039.488101240295	516.0	180.0	387	1	shSTN1_H2O2
133	18	639.9786052744938	291.0	99.0	525	1	shSTN1_H2O2
134	18	722.7545616018085	107.0	175.0	656	1	shSTN1_H2O2
135	18	9134.42431631287	392.0	312.0	401	1	shSTN1_H2O2
136	18	13358.760576831248	829.0	392.0	554	1	shSTN1_H2O2
137	18	1360.746278317152	519.0	522.0	388	1	shSTN1_H2O2
138	18	696.9860869565217	195.0	418.0	423	1	shSTN1_H2O2
139	18	18130.391134544036	143.0	551.0	702	1	shSTN1_H2O2
140	18	10484.487204472025	397.0	612.0	459	1	shSTN1_H2O2
141	18	5906.750466571522	554.0	646.0	389	1	shSTN1_H2O2
142	18	801.3797621447288	907.0	821.0	502	1	shSTN1_H2O2
143	19	521.0023521110196	374.0	208.0	612	1	shSTN1
144	19	17373.148678928206	811.0	180.0	2272	6	shSTN1
144	19	17373.148678928206	822.0	200.0	2410	6	shSTN1
144	19	17373.148678928206	838.0	257.0	3389	6	shSTN1
144	19	17373.148678928206	866.0	182.0	1992	6	shSTN1
144	19	17373.148678928206	912.0	163.0	2936	6	shSTN1
144	19	17373.148678928206	912.0	244.0	1900	6	shSTN1
145	19	25035.146225262644	54.0	360.0	2325	7	shSTN1
145	19	25035.146225262644	70.0	363.0	2498	7	shSTN1
145	19	25035.146225262644	80.0	396.0	3339	7	shSTN1
145	19	25035.146225262644	110.0	285.0	2604	7	shSTN1
145	19	25035.146225262644	123.0	284.0	3213	7	shSTN1
145	19	25035.146225262644	128.0	292.0	2943	7	shSTN1
145	19	25035.146225262644	166.0	301.0	2198	7	shSTN1
146	19	22321.236751177923	436.0	308.0	3130	13	shSTN1
146	19	22321.236751177923	457.0	328.0	2109	13	shSTN1
146	19	22321.236751177923	464.0	383.0	1720	13	shSTN1
146	19	22321.236751177923	468.0	295.0	2330	13	shSTN1
146	19	22321.236751177923	474.0	284.0	2138	13	shSTN1
146	19	22321.236751177923	485.0	338.0	2910	13	shSTN1
146	19	22321.236751177923	507.0	316.0	3164	13	shSTN1
146	19	22321.236751177923	518.0	279.0	3166	13	shSTN1
146	19	22321.236751177923	531.0	339.0	3169	13	shSTN1
146	19	22321.236751177923	565.0	297.0	3320	13	shSTN1
146	19	22321.236751177923	591.0	285.0	2364	13	shSTN1
146	19	22321.236751177923	599.0	296.0	2930	13	shSTN1
146	19	22321.236751177923	610.0	303.0	2999	13	shSTN1
147	19	558.6075085324233	618.0	505.0	562	1	shSTN1
148	19	864.9236713665944	174.0	626.0	787	1	shSTN1
149	19	561.8880696719283	909.0	826.0	547	1	shSTN1
150	19	560.9903604134312	310.0	813.0	792	1	shSTN1
151	19	909.126617375231	73.0	838.0	908	1	shSTN1
152	20	541.1683418496266	689.0	158.0	618	1	shSTN1
153	20	3807.994437430961	350.0	115.0	1938	3	shSTN1
153	20	3807.994437430961	388.0	101.0	1170	3	shSTN1
153	20	3807.994437430961	472.0	207.0	2675	3	shSTN1
154	20	12893.940973033603	59.0	345.0	1680	2	shSTN1
154	20	12893.940973033603	82.0	376.0	2794	2	shSTN1
155	20	5944.244198416138	444.0	353.0	1702	6	shSTN1
155	20	5944.244198416138	453.0	439.0	1962	6	shSTN1
155	20	5944.244198416138	466.0	399.0	1972	6	shSTN1
155	20	5944.244198416138	501.0	476.0	2609	6	shSTN1
155	20	5944.244198416138	506.0	431.0	1545	6	shSTN1
155	20	5944.244198416138	520.0	381.0	2459	6	shSTN1
156	20	13657.982908196296	849.0	446.0	2032	7	shSTN1
156	20	13657.982908196296	889.0	490.0	3160	7	shSTN1
156	20	13657.982908196296	900.0	558.0	3167	7	shSTN1
156	20	13657.982908196296	940.0	504.0	3161	7	shSTN1
156	20	13657.982908196296	941.0	548.0	2408	7	shSTN1
156	20	13657.982908196296	970.0	512.0	3233	7	shSTN1
156	20	13657.982908196296	973.0	497.0	2387	7	shSTN1
157	20	7793.223391046424	562.0	646.0	3071	4	shSTN1
157	20	7793.223391046424	590.0	707.0	3027	4	shSTN1
157	20	7793.223391046424	644.0	627.0	3229	4	shSTN1
157	20	7793.223391046424	680.0	638.0	2322	4	shSTN1
158	20	20973.707088607596	106.0	821.0	2899	10	shSTN1
158	20	20973.707088607596	118.0	870.0	2899	10	shSTN1
158	20	20973.707088607596	143.0	889.0	2767	10	shSTN1
158	20	20973.707088607596	154.0	816.0	2901	10	shSTN1
158	20	20973.707088607596	161.0	880.0	1897	10	shSTN1
158	20	20973.707088607596	168.0	825.0	2903	10	shSTN1
158	20	20973.707088607596	172.0	864.0	2629	10	shSTN1
158	20	20973.707088607596	176.0	781.0	2786	10	shSTN1
158	20	20973.707088607596	180.0	796.0	2284	10	shSTN1
158	20	20973.707088607596	207.0	827.0	2552	10	shSTN1
159	20	2536.307365271818	323.0	951.0	2274	6	shSTN1
159	20	2536.307365271818	380.0	948.0	1348	6	shSTN1
159	20	2536.307365271818	405.0	851.0	2798	6	shSTN1
159	20	2536.307365271818	424.0	920.0	2478	6	shSTN1
159	20	2536.307365271818	452.0	874.0	2667	6	shSTN1
159	20	2536.307365271818	452.0	899.0	3398	6	shSTN1
160	21	499.0184966951888	273.0	115.0	671	1	shSTN1
161	21	523.6429082774049	715.0	221.0	593	2	shSTN1
161	21	523.6429082774049	808.0	205.0	7	2	shSTN1
162	21	525.6097908745247	417.0	223.0	898	1	shSTN1
163	21	12441.478916294542	395.0	565.0	3200	15	shSTN1
163	21	12441.478916294542	406.0	521.0	2162	15	shSTN1
163	21	12441.478916294542	407.0	568.0	3206	15	shSTN1
163	21	12441.478916294542	440.0	569.0	3151	15	shSTN1
163	21	12441.478916294542	444.0	489.0	1865	15	shSTN1
163	21	12441.478916294542	444.0	604.0	2184	15	shSTN1
163	21	12441.478916294542	492.0	613.0	3382	15	shSTN1
163	21	12441.478916294542	495.0	540.0	1819	15	shSTN1
163	21	12441.478916294542	509.0	473.0	2781	15	shSTN1
163	21	12441.478916294542	519.0	592.0	2278	15	shSTN1
163	21	12441.478916294542	520.0	463.0	2083	15	shSTN1
163	21	12441.478916294542	521.0	523.0	2009	15	shSTN1
163	21	12441.478916294542	537.0	493.0	2475	15	shSTN1
163	21	12441.478916294542	570.0	539.0	2875	15	shSTN1
163	21	12441.478916294542	585.0	505.0	2966	15	shSTN1
164	21	18043.18104746058	196.0	589.0	1802	10	shSTN1
164	21	18043.18104746058	213.0	541.0	1948	10	shSTN1
164	21	18043.18104746058	237.0	654.0	1329	10	shSTN1
164	21	18043.18104746058	262.0	659.0	2863	10	shSTN1
164	21	18043.18104746058	267.0	609.0	2952	10	shSTN1
164	21	18043.18104746058	275.0	570.0	2303	10	shSTN1
164	21	18043.18104746058	285.0	590.0	2146	10	shSTN1
164	21	18043.18104746058	286.0	661.0	2306	10	shSTN1
164	21	18043.18104746058	294.0	678.0	1822	10	shSTN1
164	21	18043.18104746058	305.0	592.0	2214	10	shSTN1
165	21	562.4215980221977	717.0	737.0	497	1	shSTN1
166	22	28380.52427648888	345.0	153.0	1804	14	shSTN1
166	22	28380.52427648888	353.0	242.0	1664	14	shSTN1
166	22	28380.52427648888	371.0	214.0	2392	14	shSTN1
166	22	28380.52427648888	371.0	296.0	2846	14	shSTN1
166	22	28380.52427648888	385.0	169.0	1878	14	shSTN1
166	22	28380.52427648888	392.0	91.0	3500	14	shSTN1
166	22	28380.52427648888	411.0	144.0	2729	14	shSTN1
166	22	28380.52427648888	422.0	191.0	2805	14	shSTN1
166	22	28380.52427648888	423.0	322.0	2401	14	shSTN1
166	22	28380.52427648888	428.0	214.0	2223	14	shSTN1
166	22	28380.52427648888	436.0	287.0	2458	14	shSTN1
166	22	28380.52427648888	443.0	305.0	2868	14	shSTN1
166	22	28380.52427648888	450.0	201.0	2065	14	shSTN1
166	22	28380.52427648888	451.0	225.0	2646	14	shSTN1
167	22	19575.86078886311	571.0	242.0	2944	2	shSTN1
167	22	19575.86078886311	656.0	308.0	1853	2	shSTN1
168	22	22784.791408954206	535.0	508.0	2156	8	shSTN1
168	22	22784.791408954206	567.0	450.0	2617	8	shSTN1
168	22	22784.791408954206	574.0	549.0	2849	8	shSTN1
168	22	22784.791408954206	575.0	481.0	2661	8	shSTN1
168	22	22784.791408954206	577.0	451.0	2528	8	shSTN1
168	22	22784.791408954206	610.0	443.0	1802	8	shSTN1
168	22	22784.791408954206	610.0	485.0	3144	8	shSTN1
168	22	22784.791408954206	623.0	534.0	3183	8	shSTN1
169	22	29348.529092685556	37.0	608.0	2736	6	shSTN1
169	22	29348.529092685556	92.0	552.0	2398	6	shSTN1
169	22	29348.529092685556	110.0	586.0	2392	6	shSTN1
169	22	29348.529092685556	120.0	641.0	1657	6	shSTN1
169	22	29348.529092685556	125.0	584.0	1709	6	shSTN1
169	22	29348.529092685556	177.0	508.0	1603	6	shSTN1
170	22	13165.636794527241	662.0	831.0	3227	12	shSTN1
170	22	13165.636794527241	678.0	887.0	2437	12	shSTN1
170	22	13165.636794527241	689.0	880.0	1862	12	shSTN1
170	22	13165.636794527241	699.0	809.0	3228	12	shSTN1
170	22	13165.636794527241	709.0	831.0	2098	12	shSTN1
170	22	13165.636794527241	715.0	806.0	2683	12	shSTN1
170	22	13165.636794527241	729.0	832.0	3247	12	shSTN1
170	22	13165.636794527241	738.0	817.0	2685	12	shSTN1
170	22	13165.636794527241	742.0	799.0	3250	12	shSTN1
170	22	13165.636794527241	749.0	827.0	3383	12	shSTN1
170	22	13165.636794527241	751.0	785.0	3210	12	shSTN1
170	22	13165.636794527241	763.0	834.0	3513	12	shSTN1
171	22	14555.17182863984	307.0	859.0	3349	4	shSTN1
171	22	14555.17182863984	356.0	832.0	2864	4	shSTN1
171	22	14555.17182863984	367.0	889.0	1932	4	shSTN1
171	22	14555.17182863984	382.0	938.0	2607	4	shSTN1
172	23	560.9041259241593	716.0	163.0	586	1	shSTN1
173	23	596.636887300656	102.0	280.0	1565	1	shSTN1
174	23	797.3757472876227	356.0	215.0	1229	1	shSTN1
175	23	602.8317085684967	437.0	372.0	1343	1	shSTN1
176	23	566.9420917396269	708.0	396.0	467	1	shSTN1
177	23	583.4938916876574	482.0	583.0	562	1	shSTN1
178	23	612.3119606107546	361.0	571.0	1232	1	shSTN1
179	23	584.9398603901915	809.0	708.0	4	2	shSTN1
179	23	584.9398603901915	859.0	742.0	676	2	shSTN1
180	23	618.8469488474714	721.0	723.0	769	1	shSTN1
181	24	533.966944801027	220.0	108.0	1708	1	shSTN1
182	24	599.1731507928691	204.0	507.0	1128	2	shSTN1
182	24	599.1731507928691	332.0	428.0	7	2	shSTN1
183	24	548.6129671461974	526.0	573.0	3405	2	shSTN1
183	24	548.6129671461974	549.0	563.0	1923	2	shSTN1
184	24	632.015694089805	749.0	648.0	528	1	shSTN1
185	24	530.9761952692501	860.0	868.0	824	1	shSTN1
186	24	607.8946814482177	390.0	816.0	811	1	shSTN1
187	24	625.2119123800147	627.0	882.0	748	1	shSTN1
