## ROI	Slice	Cy5	X	Y	A488	FociPerCell	Condition
150	11	15396.675009362127	230.0	289.0	5103	28	Etoposide
150	11	15396.675009362127	235.0	348.0	4937	28	Etoposide
150	11	15396.675009362127	242.0	345.0	3552	28	Etoposide
150	11	15396.675009362127	245.0	294.0	3188	28	Etoposide
150	11	15396.675009362127	249.0	284.0	3366	28	Etoposide
150	11	15396.675009362127	261.0	335.0	3531	28	Etoposide
150	11	15396.675009362127	274.0	303.0	3684	28	Etoposide
150	11	15396.675009362127	277.0	358.0	3504	28	Etoposide
150	11	15396.675009362127	278.0	350.0	3977	28	Etoposide
150	11	15396.675009362127	282.0	344.0	3997	28	Etoposide
150	11	15396.675009362127	285.0	321.0	3556	28	Etoposide
151	11	24018.560992262177	600.0	391.0	3690	26	Etoposide
151	11	24018.560992262177	605.0	410.0	4646	26	Etoposide
151	11	24018.560992262177	624.0	371.0	3522	26	Etoposide
151	11	24018.560992262177	629.0	424.0	3343	26	Etoposide
151	11	24018.560992262177	630.0	358.0	6451	26	Etoposide
151	11	24018.560992262177	634.0	374.0	4316	26	Etoposide
151	11	24018.560992262177	641.0	362.0	4358	26	Etoposide
151	11	24018.560992262177	651.0	399.0	4220	26	Etoposide
151	11	24018.560992262177	655.0	383.0	3504	26	Etoposide
151	11	24018.560992262177	663.0	397.0	4220	26	Etoposide
151	11	24018.560992262177	677.0	355.0	3385	26	Etoposide
151	11	24018.560992262177	680.0	410.0	4172	26	Etoposide
151	11	24018.560992262177	683.0	382.0	4989	26	Etoposide
151	11	24018.560992262177	685.0	366.0	3223	26	Etoposide
151	11	24018.560992262177	687.0	397.0	4852	26	Etoposide
151	11	24018.560992262177	687.0	432.0	3340	26	Etoposide
151	11	24018.560992262177	695.0	401.0	3499	26	Etoposide
151	11	24018.560992262177	696.0	416.0	4315	26	Etoposide
151	11	24018.560992262177	696.0	422.0	4988	26	Etoposide
151	11	24018.560992262177	699.0	369.0	3685	26	Etoposide
151	11	24018.560992262177	702.0	380.0	3204	26	Etoposide
151	11	24018.560992262177	702.0	412.0	4933	26	Etoposide
151	11	24018.560992262177	703.0	408.0	4999	26	Etoposide
151	11	24018.560992262177	706.0	429.0	3977	26	Etoposide
151	11	24018.560992262177	708.0	399.0	4949	26	Etoposide
151	11	24018.560992262177	712.0	383.0	8030	26	Etoposide
152	11	15140.611191649754	770.0	360.0	4680	36	Etoposide
152	11	15140.611191649754	782.0	455.0	3262	36	Etoposide
152	11	15140.611191649754	788.0	357.0	4536	36	Etoposide
152	11	15140.611191649754	788.0	396.0	7072	36	Etoposide
152	11	15140.611191649754	788.0	411.0	5717	36	Etoposide
152	11	15140.611191649754	797.0	401.0	5657	36	Etoposide
152	11	15140.611191649754	799.0	445.0	5415	36	Etoposide
152	11	15140.611191649754	808.0	419.0	3274	36	Etoposide
152	11	15140.611191649754	814.0	392.0	7968	36	Etoposide
152	11	15140.611191649754	817.0	399.0	3838	36	Etoposide
152	11	15140.611191649754	819.0	417.0	3728	36	Etoposide
152	11	15140.611191649754	823.0	471.0	3548	36	Etoposide
152	11	15140.611191649754	833.0	426.0	8562	36	Etoposide
152	11	15140.611191649754	835.0	457.0	3573	36	Etoposide
152	11	15140.611191649754	836.0	417.0	5344	36	Etoposide
152	11	15140.611191649754	837.0	378.0	5332	36	Etoposide
152	11	15140.611191649754	846.0	443.0	3152	36	Etoposide
152	11	15140.611191649754	848.0	391.0	3175	36	Etoposide
152	11	15140.611191649754	850.0	363.0	4129	36	Etoposide
152	11	15140.611191649754	853.0	452.0	5462	36	Etoposide
152	11	15140.611191649754	855.0	443.0	9045	36	Etoposide
152	11	15140.611191649754	856.0	414.0	4438	36	Etoposide
152	11	15140.611191649754	858.0	388.0	3259	36	Etoposide
152	11	15140.611191649754	862.0	418.0	12534	36	Etoposide
152	11	15140.611191649754	867.0	430.0	4609	36	Etoposide
152	11	15140.611191649754	870.0	389.0	4235	36	Etoposide
152	11	15140.611191649754	870.0	438.0	6898	36	Etoposide
152	11	15140.611191649754	871.0	383.0	3629	36	Etoposide
152	11	15140.611191649754	871.0	395.0	3357	36	Etoposide
152	11	15140.611191649754	873.0	405.0	3251	36	Etoposide
152	11	15140.611191649754	874.0	450.0	5900	36	Etoposide
152	11	15140.611191649754	881.0	388.0	6427	36	Etoposide
152	11	15140.611191649754	883.0	415.0	3784	36	Etoposide
152	11	15140.611191649754	889.0	398.0	4003	36	Etoposide
152	11	15140.611191649754	889.0	413.0	6385	36	Etoposide
152	11	15140.611191649754	895.0	412.0	5399	36	Etoposide
153	11	19401.54259730811	344.0	446.0	3860	40	Etoposide
153	11	19401.54259730811	349.0	438.0	6845	40	Etoposide
153	11	19401.54259730811	353.0	447.0	3807	40	Etoposide
153	11	19401.54259730811	358.0	434.0	3507	40	Etoposide
153	11	19401.54259730811	365.0	405.0	4718	40	Etoposide
153	11	19401.54259730811	365.0	410.0	4219	40	Etoposide
153	11	19401.54259730811	368.0	438.0	4682	40	Etoposide
153	11	19401.54259730811	371.0	460.0	5441	40	Etoposide
153	11	19401.54259730811	373.0	473.0	6245	40	Etoposide
153	11	19401.54259730811	375.0	408.0	4492	40	Etoposide
153	11	19401.54259730811	376.0	479.0	4433	40	Etoposide
153	11	19401.54259730811	378.0	464.0	3744	40	Etoposide
153	11	19401.54259730811	382.0	427.0	3499	40	Etoposide
153	11	19401.54259730811	384.0	404.0	5487	40	Etoposide
153	11	19401.54259730811	385.0	419.0	6203	40	Etoposide
153	11	19401.54259730811	387.0	446.0	3847	40	Etoposide
153	11	19401.54259730811	389.0	454.0	8068	40	Etoposide
153	11	19401.54259730811	389.0	457.0	5533	40	Etoposide
153	11	19401.54259730811	392.0	413.0	5658	40	Etoposide
153	11	19401.54259730811	393.0	478.0	3504	40	Etoposide
153	11	19401.54259730811	397.0	424.0	5245	40	Etoposide
153	11	19401.54259730811	397.0	502.0	4197	40	Etoposide
153	11	19401.54259730811	398.0	414.0	3455	40	Etoposide
153	11	19401.54259730811	401.0	418.0	5703	40	Etoposide
153	11	19401.54259730811	403.0	436.0	4129	40	Etoposide
153	11	19401.54259730811	409.0	461.0	4132	40	Etoposide
153	11	19401.54259730811	426.0	484.0	3117	40	Etoposide
153	11	19401.54259730811	433.0	417.0	7473	40	Etoposide
153	11	19401.54259730811	439.0	483.0	3618	40	Etoposide
153	11	19401.54259730811	446.0	476.0	3139	40	Etoposide
153	11	19401.54259730811	449.0	438.0	5960	40	Etoposide
153	11	19401.54259730811	452.0	420.0	6031	40	Etoposide
153	11	19401.54259730811	456.0	424.0	3371	40	Etoposide
153	11	19401.54259730811	456.0	462.0	3618	40	Etoposide
153	11	19401.54259730811	461.0	437.0	5832	40	Etoposide
153	11	19401.54259730811	461.0	443.0	4303	40	Etoposide
153	11	19401.54259730811	461.0	455.0	3912	40	Etoposide
153	11	19401.54259730811	465.0	468.0	3868	40	Etoposide
153	11	19401.54259730811	467.0	440.0	4097	40	Etoposide
153	11	19401.54259730811	471.0	465.0	5344	40	Etoposide
154	11	16038.980500181226	736.0	501.0	4258	37	Etoposide
154	11	16038.980500181226	740.0	503.0	4065	37	Etoposide
154	11	16038.980500181226	740.0	528.0	3600	37	Etoposide
154	11	16038.980500181226	746.0	549.0	5444	37	Etoposide
154	11	16038.980500181226	749.0	555.0	4239	37	Etoposide
154	11	16038.980500181226	753.0	559.0	5656	37	Etoposide
154	11	16038.980500181226	760.0	534.0	3868	37	Etoposide
154	11	16038.980500181226	760.0	573.0	3231	37	Etoposide
154	11	16038.980500181226	762.0	491.0	4291	37	Etoposide
154	11	16038.980500181226	766.0	498.0	6542	37	Etoposide
154	11	16038.980500181226	770.0	515.0	3298	37	Etoposide
154	11	16038.980500181226	771.0	537.0	6644	37	Etoposide
154	11	16038.980500181226	774.0	530.0	4093	37	Etoposide
154	11	16038.980500181226	775.0	579.0	9692	37	Etoposide
154	11	16038.980500181226	780.0	483.0	11078	37	Etoposide
154	11	16038.980500181226	780.0	566.0	10295	37	Etoposide
154	11	16038.980500181226	787.0	538.0	6535	37	Etoposide
154	11	16038.980500181226	787.0	591.0	4512	37	Etoposide
154	11	16038.980500181226	792.0	508.0	3979	37	Etoposide
154	11	16038.980500181226	794.0	556.0	3989	37	Etoposide
154	11	16038.980500181226	797.0	526.0	8037	37	Etoposide
154	11	16038.980500181226	799.0	572.0	6428	37	Etoposide
154	11	16038.980500181226	800.0	596.0	5551	37	Etoposide
154	11	16038.980500181226	804.0	502.0	5452	37	Etoposide
154	11	16038.980500181226	806.0	548.0	5036	37	Etoposide
154	11	16038.980500181226	812.0	574.0	11612	37	Etoposide
154	11	16038.980500181226	812.0	592.0	6500	37	Etoposide
154	11	16038.980500181226	816.0	564.0	8226	37	Etoposide
154	11	16038.980500181226	817.0	514.0	7046	37	Etoposide
154	11	16038.980500181226	819.0	533.0	3375	37	Etoposide
154	11	16038.980500181226	820.0	547.0	5374	37	Etoposide
154	11	16038.980500181226	820.0	600.0	3763	37	Etoposide
154	11	16038.980500181226	823.0	471.0	3548	37	Etoposide
154	11	16038.980500181226	827.0	545.0	7656	37	Etoposide
154	11	16038.980500181226	834.0	546.0	3323	37	Etoposide
154	11	16038.980500181226	835.0	557.0	3397	37	Etoposide
154	11	16038.980500181226	843.0	554.0	3629	37	Etoposide
155	11	16403.937189520246	266.0	534.0	3113	10	Etoposide
155	11	16403.937189520246	284.0	514.0	3510	10	Etoposide
155	11	16403.937189520246	290.0	527.0	6237	10	Etoposide
155	11	16403.937189520246	295.0	542.0	5691	10	Etoposide
155	11	16403.937189520246	301.0	537.0	3823	10	Etoposide
155	11	16403.937189520246	304.0	558.0	4716	10	Etoposide
155	11	16403.937189520246	311.0	506.0	5808	10	Etoposide
155	11	16403.937189520246	338.0	557.0	4149	10	Etoposide
155	11	16403.937189520246	356.0	523.0	3532	10	Etoposide
155	11	16403.937189520246	370.0	563.0	3001	10	Etoposide
157	11	23005.060075408463	496.0	772.0	3836	19	Etoposide
157	11	23005.060075408463	508.0	776.0	5636	19	Etoposide
157	11	23005.060075408463	513.0	800.0	13098	19	Etoposide
157	11	23005.060075408463	524.0	723.0	8878	19	Etoposide
157	11	23005.060075408463	525.0	738.0	6852	19	Etoposide
157	11	23005.060075408463	533.0	824.0	4749	19	Etoposide
157	11	23005.060075408463	535.0	742.0	6380	19	Etoposide
157	11	23005.060075408463	538.0	818.0	3736	19	Etoposide
157	11	23005.060075408463	539.0	791.0	3269	19	Etoposide
157	11	23005.060075408463	540.0	745.0	7105	19	Etoposide
157	11	23005.060075408463	545.0	772.0	5746	19	Etoposide
157	11	23005.060075408463	551.0	745.0	4715	19	Etoposide
157	11	23005.060075408463	551.0	799.0	6523	19	Etoposide
157	11	23005.060075408463	558.0	802.0	4382	19	Etoposide
157	11	23005.060075408463	565.0	797.0	7486	19	Etoposide
157	11	23005.060075408463	577.0	758.0	8869	19	Etoposide
157	11	23005.060075408463	579.0	766.0	3570	19	Etoposide
157	11	23005.060075408463	580.0	775.0	6054	19	Etoposide
157	11	23005.060075408463	590.0	757.0	3801	19	Etoposide
158	11	14735.08203714642	211.0	874.0	3322	1	Etoposide
159	12	2333.868418104414	545.0	82.0	4169	16	Ctrl
159	12	2333.868418104414	559.0	29.0	4572	16	Ctrl
159	12	2333.868418104414	579.0	109.0	7838	16	Ctrl
159	12	2333.868418104414	588.0	81.0	4318	16	Ctrl
159	12	2333.868418104414	591.0	119.0	7615	16	Ctrl
159	12	2333.868418104414	598.0	44.0	7687	16	Ctrl
159	12	2333.868418104414	601.0	45.0	11280	16	Ctrl
159	12	2333.868418104414	603.0	110.0	14682	16	Ctrl
159	12	2333.868418104414	605.0	25.0	3833	16	Ctrl
159	12	2333.868418104414	606.0	67.0	4100	16	Ctrl
159	12	2333.868418104414	627.0	92.0	5214	16	Ctrl
159	12	2333.868418104414	639.0	107.0	3133	16	Ctrl
159	12	2333.868418104414	650.0	73.0	3315	16	Ctrl
159	12	2333.868418104414	662.0	83.0	10003	16	Ctrl
159	12	2333.868418104414	686.0	65.0	7651	16	Ctrl
159	12	2333.868418104414	699.0	67.0	4254	16	Ctrl
161	12	2714.164868068118	72.0	467.0	8973	9	Ctrl
161	12	2714.164868068118	74.0	384.0	12379	9	Ctrl
161	12	2714.164868068118	90.0	419.0	3491	9	Ctrl
161	12	2714.164868068118	92.0	431.0	6103	9	Ctrl
161	12	2714.164868068118	93.0	413.0	3321	9	Ctrl
161	12	2714.164868068118	97.0	474.0	6037	9	Ctrl
161	12	2714.164868068118	109.0	407.0	3479	9	Ctrl
161	12	2714.164868068118	111.0	439.0	3136	9	Ctrl
161	12	2714.164868068118	128.0	357.0	5635	9	Ctrl
162	12	2842.188850889193	252.0	567.0	3642	12	Ctrl
162	12	2842.188850889193	260.0	537.0	4510	12	Ctrl
162	12	2842.188850889193	271.0	595.0	9897	12	Ctrl
162	12	2842.188850889193	283.0	490.0	3504	12	Ctrl
162	12	2842.188850889193	295.0	547.0	5228	12	Ctrl
162	12	2842.188850889193	307.0	521.0	3142	12	Ctrl
162	12	2842.188850889193	320.0	471.0	3113	12	Ctrl
162	12	2842.188850889193	322.0	541.0	3438	12	Ctrl
162	12	2842.188850889193	331.0	527.0	3490	12	Ctrl
162	12	2842.188850889193	332.0	499.0	3078	12	Ctrl
162	12	2842.188850889193	333.0	560.0	4777	12	Ctrl
162	12	2842.188850889193	341.0	523.0	3199	12	Ctrl
163	12	2152.8465189020117	526.0	550.0	3019	21	Ctrl
163	12	2152.8465189020117	528.0	513.0	11544	21	Ctrl
163	12	2152.8465189020117	531.0	480.0	11296	21	Ctrl
163	12	2152.8465189020117	540.0	479.0	4359	21	Ctrl
163	12	2152.8465189020117	554.0	482.0	6448	21	Ctrl
163	12	2152.8465189020117	561.0	471.0	5596	21	Ctrl
163	12	2152.8465189020117	565.0	562.0	13317	21	Ctrl
163	12	2152.8465189020117	568.0	492.0	5237	21	Ctrl
163	12	2152.8465189020117	570.0	498.0	6019	21	Ctrl
163	12	2152.8465189020117	574.0	597.0	6928	21	Ctrl
163	12	2152.8465189020117	577.0	615.0	9056	21	Ctrl
163	12	2152.8465189020117	578.0	465.0	6442	21	Ctrl
163	12	2152.8465189020117	589.0	521.0	4764	21	Ctrl
163	12	2152.8465189020117	593.0	595.0	5023	21	Ctrl
163	12	2152.8465189020117	594.0	589.0	9275	21	Ctrl
163	12	2152.8465189020117	598.0	478.0	6632	21	Ctrl
163	12	2152.8465189020117	605.0	479.0	15229	21	Ctrl
163	12	2152.8465189020117	608.0	613.0	17439	21	Ctrl
163	12	2152.8465189020117	613.0	615.0	10724	21	Ctrl
163	12	2152.8465189020117	613.0	621.0	18938	21	Ctrl
163	12	2152.8465189020117	635.0	583.0	12267	21	Ctrl
164	12	1236.430471682716	480.0	689.0	3261	1	Ctrl
165	13	2388.3115290794713	784.0	132.0	4704	20	Ctrl
165	13	2388.3115290794713	789.0	114.0	6153	20	Ctrl
165	13	2388.3115290794713	797.0	138.0	4196	20	Ctrl
165	13	2388.3115290794713	804.0	73.0	5789	20	Ctrl
165	13	2388.3115290794713	807.0	142.0	7252	20	Ctrl
165	13	2388.3115290794713	808.0	104.0	3351	20	Ctrl
165	13	2388.3115290794713	811.0	121.0	4030	20	Ctrl
165	13	2388.3115290794713	812.0	109.0	4827	20	Ctrl
165	13	2388.3115290794713	813.0	135.0	7317	20	Ctrl
165	13	2388.3115290794713	819.0	26.0	2958	20	Ctrl
165	13	2388.3115290794713	831.0	85.0	9919	20	Ctrl
165	13	2388.3115290794713	832.0	142.0	9342	20	Ctrl
165	13	2388.3115290794713	833.0	134.0	4376	20	Ctrl
165	13	2388.3115290794713	837.0	70.0	3798	20	Ctrl
165	13	2388.3115290794713	841.0	13.0	7884	20	Ctrl
165	13	2388.3115290794713	845.0	114.0	4391	20	Ctrl
165	13	2388.3115290794713	850.0	49.0	9297	20	Ctrl
165	13	2388.3115290794713	857.0	139.0	6047	20	Ctrl
165	13	2388.3115290794713	869.0	97.0	5594	20	Ctrl
165	13	2388.3115290794713	871.0	70.0	6288	20	Ctrl
167	13	809.069528093314	12.0	173.0	3205	1	Ctrl
168	13	3369.4822353541986	721.0	371.0	8768	2	Ctrl
168	13	3369.4822353541986	723.0	364.0	3911	2	Ctrl
170	13	2207.1603112340044	465.0	484.0	13243	26	Ctrl
170	13	2207.1603112340044	466.0	487.0	10091	26	Ctrl
170	13	2207.1603112340044	482.0	501.0	3926	26	Ctrl
170	13	2207.1603112340044	482.0	574.0	9954	26	Ctrl
170	13	2207.1603112340044	484.0	540.0	8087	26	Ctrl
170	13	2207.1603112340044	484.0	552.0	3571	26	Ctrl
170	13	2207.1603112340044	486.0	559.0	3665	26	Ctrl
170	13	2207.1603112340044	491.0	571.0	3477	26	Ctrl
170	13	2207.1603112340044	495.0	524.0	13108	26	Ctrl
170	13	2207.1603112340044	498.0	464.0	10616	26	Ctrl
170	13	2207.1603112340044	501.0	511.0	4543	26	Ctrl
170	13	2207.1603112340044	510.0	464.0	6567	26	Ctrl
170	13	2207.1603112340044	516.0	476.0	11404	26	Ctrl
170	13	2207.1603112340044	518.0	530.0	6090	26	Ctrl
170	13	2207.1603112340044	523.0	548.0	5907	26	Ctrl
170	13	2207.1603112340044	524.0	528.0	7706	26	Ctrl
170	13	2207.1603112340044	525.0	522.0	7192	26	Ctrl
170	13	2207.1603112340044	526.0	563.0	3771	26	Ctrl
170	13	2207.1603112340044	529.0	534.0	12898	26	Ctrl
170	13	2207.1603112340044	542.0	459.0	6384	26	Ctrl
170	13	2207.1603112340044	545.0	532.0	3892	26	Ctrl
170	13	2207.1603112340044	546.0	543.0	3408	26	Ctrl
170	13	2207.1603112340044	550.0	445.0	7728	26	Ctrl
170	13	2207.1603112340044	554.0	495.0	3800	26	Ctrl
170	13	2207.1603112340044	556.0	465.0	8179	26	Ctrl
170	13	2207.1603112340044	561.0	494.0	10609	26	Ctrl
174	13	936.5798665010866	391.0	622.0	2733	1	Ctrl
175	13	2868.9594440783562	791.0	751.0	11741	13	Ctrl
175	13	2868.9594440783562	805.0	780.0	4498	13	Ctrl
175	13	2868.9594440783562	817.0	786.0	6375	13	Ctrl
175	13	2868.9594440783562	818.0	751.0	6955	13	Ctrl
175	13	2868.9594440783562	821.0	735.0	5375	13	Ctrl
175	13	2868.9594440783562	824.0	703.0	13992	13	Ctrl
175	13	2868.9594440783562	827.0	716.0	8320	13	Ctrl
175	13	2868.9594440783562	837.0	782.0	6554	13	Ctrl
175	13	2868.9594440783562	853.0	760.0	5047	13	Ctrl
175	13	2868.9594440783562	854.0	767.0	7536	13	Ctrl
175	13	2868.9594440783562	855.0	717.0	10584	13	Ctrl
175	13	2868.9594440783562	871.0	747.0	5306	13	Ctrl
175	13	2868.9594440783562	902.0	741.0	5763	13	Ctrl
176	13	3015.8487226582065	597.0	748.0	10385	15	Ctrl
176	13	3015.8487226582065	598.0	806.0	3825	15	Ctrl
176	13	3015.8487226582065	612.0	808.0	7280	15	Ctrl
176	13	3015.8487226582065	627.0	751.0	8552	15	Ctrl
176	13	3015.8487226582065	627.0	774.0	9886	15	Ctrl
176	13	3015.8487226582065	628.0	739.0	3720	15	Ctrl
176	13	3015.8487226582065	633.0	815.0	13049	15	Ctrl
176	13	3015.8487226582065	635.0	766.0	12044	15	Ctrl
176	13	3015.8487226582065	661.0	740.0	4608	15	Ctrl
176	13	3015.8487226582065	665.0	722.0	12129	15	Ctrl
176	13	3015.8487226582065	671.0	782.0	3543	15	Ctrl
176	13	3015.8487226582065	681.0	757.0	3269	15	Ctrl
176	13	3015.8487226582065	685.0	734.0	4069	15	Ctrl
176	13	3015.8487226582065	686.0	701.0	7752	15	Ctrl
176	13	3015.8487226582065	727.0	742.0	10516	15	Ctrl
177	13	849.4278651022065	653.0	866.0	3172	1	Ctrl
179	14	2004.1686036812546	385.0	147.0	3300	22	Ctrl
179	14	2004.1686036812546	396.0	160.0	6191	22	Ctrl
179	14	2004.1686036812546	404.0	143.0	3396	22	Ctrl
179	14	2004.1686036812546	411.0	94.0	12411	22	Ctrl
179	14	2004.1686036812546	412.0	160.0	6980	22	Ctrl
179	14	2004.1686036812546	425.0	140.0	8338	22	Ctrl
179	14	2004.1686036812546	425.0	157.0	3933	22	Ctrl
179	14	2004.1686036812546	427.0	147.0	8431	22	Ctrl
179	14	2004.1686036812546	448.0	49.0	13004	22	Ctrl
179	14	2004.1686036812546	456.0	47.0	6496	22	Ctrl
179	14	2004.1686036812546	460.0	145.0	3415	22	Ctrl
179	14	2004.1686036812546	462.0	63.0	5904	22	Ctrl
179	14	2004.1686036812546	464.0	128.0	4466	22	Ctrl
179	14	2004.1686036812546	467.0	137.0	6418	22	Ctrl
179	14	2004.1686036812546	482.0	37.0	5623	22	Ctrl
179	14	2004.1686036812546	482.0	57.0	5618	22	Ctrl
179	14	2004.1686036812546	486.0	88.0	4581	22	Ctrl
179	14	2004.1686036812546	493.0	94.0	6753	22	Ctrl
179	14	2004.1686036812546	495.0	126.0	5317	22	Ctrl
179	14	2004.1686036812546	513.0	112.0	8732	22	Ctrl
179	14	2004.1686036812546	527.0	58.0	4225	22	Ctrl
179	14	2004.1686036812546	535.0	102.0	5792	22	Ctrl
180	14	2210.1802064631956	520.0	339.0	3631	19	Ctrl
180	14	2210.1802064631956	522.0	327.0	15493	19	Ctrl
180	14	2210.1802064631956	527.0	370.0	14911	19	Ctrl
180	14	2210.1802064631956	535.0	287.0	9426	19	Ctrl
180	14	2210.1802064631956	544.0	377.0	10707	19	Ctrl
180	14	2210.1802064631956	545.0	407.0	8059	19	Ctrl
180	14	2210.1802064631956	552.0	407.0	12607	19	Ctrl
180	14	2210.1802064631956	559.0	403.0	4162	19	Ctrl
180	14	2210.1802064631956	571.0	358.0	10287	19	Ctrl
180	14	2210.1802064631956	572.0	324.0	3228	19	Ctrl
180	14	2210.1802064631956	581.0	276.0	5127	19	Ctrl
180	14	2210.1802064631956	585.0	407.0	5777	19	Ctrl
180	14	2210.1802064631956	597.0	280.0	4754	19	Ctrl
180	14	2210.1802064631956	598.0	393.0	6195	19	Ctrl
180	14	2210.1802064631956	599.0	300.0	4440	19	Ctrl
180	14	2210.1802064631956	611.0	357.0	4221	19	Ctrl
180	14	2210.1802064631956	613.0	342.0	5809	19	Ctrl
180	14	2210.1802064631956	614.0	334.0	5865	19	Ctrl
180	14	2210.1802064631956	616.0	378.0	13663	19	Ctrl
185	14	1480.2258331608364	273.0	537.0	6176	5	Ctrl
185	14	1480.2258331608364	278.0	536.0	4251	5	Ctrl
185	14	1480.2258331608364	310.0	562.0	3123	5	Ctrl
185	14	1480.2258331608364	343.0	540.0	4658	5	Ctrl
185	14	1480.2258331608364	354.0	484.0	3148	5	Ctrl
186	14	1913.5239438557865	399.0	573.0	8174	17	Ctrl
186	14	1913.5239438557865	405.0	546.0	4573	17	Ctrl
186	14	1913.5239438557865	405.0	603.0	7732	17	Ctrl
186	14	1913.5239438557865	424.0	607.0	3310	17	Ctrl
186	14	1913.5239438557865	427.0	589.0	3541	17	Ctrl
186	14	1913.5239438557865	435.0	539.0	8614	17	Ctrl
186	14	1913.5239438557865	435.0	578.0	4140	17	Ctrl
186	14	1913.5239438557865	444.0	601.0	8815	17	Ctrl
186	14	1913.5239438557865	444.0	623.0	3877	17	Ctrl
186	14	1913.5239438557865	452.0	531.0	5708	17	Ctrl
186	14	1913.5239438557865	456.0	580.0	5008	17	Ctrl
186	14	1913.5239438557865	463.0	522.0	4461	17	Ctrl
186	14	1913.5239438557865	472.0	605.0	6570	17	Ctrl
186	14	1913.5239438557865	478.0	545.0	9974	17	Ctrl
186	14	1913.5239438557865	494.0	597.0	4486	17	Ctrl
186	14	1913.5239438557865	494.0	602.0	7817	17	Ctrl
186	14	1913.5239438557865	516.0	592.0	6376	17	Ctrl
187	14	856.5634446105298	825.0	597.0	4173	1	Ctrl
188	14	957.5373209529979	307.0	705.0	3213	1	Ctrl
190	14	932.851037957092	752.0	821.0	5744	1	Ctrl
