## ROI	Slice	EdU	X	Y	Cy5	FociPerCell	Condition
103	13	35089.709451959054	167.0	851.0	1546	6	Ctrl
103	13	35089.709451959054	170.0	807.0	1410	6	Ctrl
103	13	35089.709451959054	176.0	798.0	1656	6	Ctrl
103	13	35089.709451959054	204.0	798.0	1802	6	Ctrl
103	13	35089.709451959054	231.0	775.0	2057	6	Ctrl
103	13	35089.709451959054	258.0	884.0	1732	6	Ctrl
104	14	2264.267095451815	795.0	143.0	1376	1	Ctrl
105	14	27882.62134464507	382.0	351.0	1950	15	Ctrl
105	14	27882.62134464507	383.0	315.0	2417	15	Ctrl
105	14	27882.62134464507	392.0	222.0	1083	15	Ctrl
105	14	27882.62134464507	409.0	247.0	1207	15	Ctrl
105	14	27882.62134464507	410.0	263.0	1440	15	Ctrl
105	14	27882.62134464507	422.0	217.0	1192	15	Ctrl
105	14	27882.62134464507	427.0	270.0	1368	15	Ctrl
105	14	27882.62134464507	436.0	229.0	1425	15	Ctrl
105	14	27882.62134464507	442.0	293.0	1091	15	Ctrl
105	14	27882.62134464507	447.0	244.0	1552	15	Ctrl
105	14	27882.62134464507	452.0	170.0	1177	15	Ctrl
105	14	27882.62134464507	468.0	314.0	1966	15	Ctrl
105	14	27882.62134464507	473.0	235.0	2848	15	Ctrl
105	14	27882.62134464507	481.0	354.0	1624	15	Ctrl
105	14	27882.62134464507	489.0	219.0	1570	15	Ctrl
106	14	24974.074132763788	831.0	373.0	1722	16	Ctrl
106	14	24974.074132763788	833.0	429.0	1570	16	Ctrl
106	14	24974.074132763788	841.0	413.0	1789	16	Ctrl
106	14	24974.074132763788	842.0	382.0	1337	16	Ctrl
106	14	24974.074132763788	848.0	301.0	1778	16	Ctrl
106	14	24974.074132763788	859.0	396.0	1275	16	Ctrl
106	14	24974.074132763788	868.0	332.0	1287	16	Ctrl
106	14	24974.074132763788	872.0	426.0	1397	16	Ctrl
106	14	24974.074132763788	874.0	435.0	1227	16	Ctrl
106	14	24974.074132763788	878.0	421.0	2158	16	Ctrl
106	14	24974.074132763788	893.0	369.0	1519	16	Ctrl
106	14	24974.074132763788	902.0	273.0	1241	16	Ctrl
106	14	24974.074132763788	903.0	287.0	1369	16	Ctrl
106	14	24974.074132763788	906.0	405.0	1585	16	Ctrl
106	14	24974.074132763788	949.0	384.0	1131	16	Ctrl
106	14	24974.074132763788	963.0	331.0	1045	16	Ctrl
107	14	37144.69859099419	657.0	368.0	1400	8	Ctrl
107	14	37144.69859099419	670.0	402.0	1547	8	Ctrl
107	14	37144.69859099419	685.0	439.0	1436	8	Ctrl
107	14	37144.69859099419	691.0	387.0	1345	8	Ctrl
107	14	37144.69859099419	705.0	417.0	1262	8	Ctrl
107	14	37144.69859099419	734.0	435.0	2286	8	Ctrl
107	14	37144.69859099419	737.0	450.0	2045	8	Ctrl
107	14	37144.69859099419	776.0	427.0	1347	8	Ctrl
108	14	39501.133609622055	230.0	449.0	1064	12	Ctrl
108	14	39501.133609622055	240.0	428.0	1416	12	Ctrl
108	14	39501.133609622055	254.0	390.0	1683	12	Ctrl
108	14	39501.133609622055	259.0	450.0	1115	12	Ctrl
108	14	39501.133609622055	281.0	493.0	1809	12	Ctrl
108	14	39501.133609622055	283.0	365.0	1547	12	Ctrl
108	14	39501.133609622055	301.0	492.0	1386	12	Ctrl
108	14	39501.133609622055	310.0	432.0	2713	12	Ctrl
108	14	39501.133609622055	314.0	482.0	2619	12	Ctrl
108	14	39501.133609622055	318.0	438.0	1407	12	Ctrl
108	14	39501.133609622055	343.0	445.0	1237	12	Ctrl
108	14	39501.133609622055	352.0	391.0	1266	12	Ctrl
110	14	32544.96655567346	796.0	596.0	1396	10	Ctrl
110	14	32544.96655567346	840.0	619.0	1121	10	Ctrl
110	14	32544.96655567346	844.0	719.0	1283	10	Ctrl
110	14	32544.96655567346	856.0	683.0	1780	10	Ctrl
110	14	32544.96655567346	863.0	730.0	1780	10	Ctrl
110	14	32544.96655567346	877.0	748.0	1548	10	Ctrl
110	14	32544.96655567346	880.0	580.0	1497	10	Ctrl
110	14	32544.96655567346	911.0	704.0	1108	10	Ctrl
110	14	32544.96655567346	921.0	683.0	1554	10	Ctrl
110	14	32544.96655567346	936.0	771.0	1649	10	Ctrl
111	14	35693.68246445498	94.0	735.0	1737	5	Ctrl
111	14	35693.68246445498	136.0	679.0	1095	5	Ctrl
111	14	35693.68246445498	180.0	763.0	3508	5	Ctrl
111	14	35693.68246445498	187.0	766.0	3584	5	Ctrl
111	14	35693.68246445498	191.0	753.0	2387	5	Ctrl
112	14	39967.86135990446	668.0	893.0	1065	18	Ctrl
112	14	39967.86135990446	696.0	866.0	1315	18	Ctrl
112	14	39967.86135990446	701.0	925.0	1097	18	Ctrl
112	14	39967.86135990446	705.0	941.0	1566	18	Ctrl
112	14	39967.86135990446	724.0	842.0	1369	18	Ctrl
112	14	39967.86135990446	732.0	908.0	1211	18	Ctrl
112	14	39967.86135990446	742.0	887.0	1292	18	Ctrl
112	14	39967.86135990446	744.0	880.0	1683	18	Ctrl
112	14	39967.86135990446	764.0	897.0	1498	18	Ctrl
112	14	39967.86135990446	772.0	852.0	1295	18	Ctrl
112	14	39967.86135990446	789.0	909.0	1482	18	Ctrl
112	14	39967.86135990446	790.0	944.0	3088	18	Ctrl
112	14	39967.86135990446	795.0	826.0	1450	18	Ctrl
112	14	39967.86135990446	796.0	882.0	1814	18	Ctrl
112	14	39967.86135990446	809.0	839.0	1748	18	Ctrl
112	14	39967.86135990446	819.0	837.0	1292	18	Ctrl
112	14	39967.86135990446	825.0	871.0	1120	18	Ctrl
112	14	39967.86135990446	843.0	852.0	1103	18	Ctrl
114	15	21854.126373223964	618.0	125.0	1059	3	Ctrl
114	15	21854.126373223964	633.0	146.0	1355	3	Ctrl
114	15	21854.126373223964	664.0	274.0	2255	3	Ctrl
115	15	9490.272838726456	823.0	206.0	1916	3	Ctrl
115	15	9490.272838726456	825.0	191.0	1116	3	Ctrl
115	15	9490.272838726456	869.0	171.0	1025	3	Ctrl
117	15	30041.409686791383	497.0	520.0	1736	4	Ctrl
117	15	30041.409686791383	515.0	447.0	1524	4	Ctrl
117	15	30041.409686791383	528.0	573.0	1068	4	Ctrl
117	15	30041.409686791383	548.0	601.0	1754	4	Ctrl
118	15	36750.69517391735	116.0	577.0	1434	6	Ctrl
118	15	36750.69517391735	145.0	534.0	1107	6	Ctrl
118	15	36750.69517391735	169.0	678.0	1089	6	Ctrl
118	15	36750.69517391735	171.0	617.0	1264	6	Ctrl
118	15	36750.69517391735	198.0	585.0	1466	6	Ctrl
118	15	36750.69517391735	237.0	629.0	1280	6	Ctrl
119	15	19242.13652498407	354.0	678.0	1211	9	Ctrl
119	15	19242.13652498407	356.0	713.0	1278	9	Ctrl
119	15	19242.13652498407	366.0	626.0	1350	9	Ctrl
119	15	19242.13652498407	377.0	634.0	1510	9	Ctrl
119	15	19242.13652498407	380.0	714.0	1366	9	Ctrl
119	15	19242.13652498407	389.0	751.0	1250	9	Ctrl
119	15	19242.13652498407	397.0	686.0	1330	9	Ctrl
119	15	19242.13652498407	401.0	714.0	2795	9	Ctrl
119	15	19242.13652498407	407.0	638.0	1755	9	Ctrl
120	15	20332.90280912365	84.0	899.0	1130	1	Ctrl
121	16	28474.519411055928	503.0	309.0	2056	2	Ctrl
121	16	28474.519411055928	563.0	293.0	1899	2	Ctrl
122	16	16877.5529969651	725.0	365.0	1097	4	Ctrl
122	16	16877.5529969651	773.0	353.0	2691	4	Ctrl
122	16	16877.5529969651	773.0	429.0	1944	4	Ctrl
122	16	16877.5529969651	792.0	423.0	1393	4	Ctrl
123	16	23807.051643939092	861.0	557.0	1770	12	Ctrl
123	16	23807.051643939092	885.0	518.0	1488	12	Ctrl
123	16	23807.051643939092	903.0	549.0	1166	12	Ctrl
123	16	23807.051643939092	920.0	510.0	1697	12	Ctrl
123	16	23807.051643939092	921.0	582.0	2842	12	Ctrl
123	16	23807.051643939092	925.0	538.0	1257	12	Ctrl
123	16	23807.051643939092	927.0	481.0	1910	12	Ctrl
123	16	23807.051643939092	927.0	603.0	1397	12	Ctrl
123	16	23807.051643939092	936.0	553.0	1481	12	Ctrl
123	16	23807.051643939092	938.0	582.0	1476	12	Ctrl
123	16	23807.051643939092	973.0	515.0	1879	12	Ctrl
123	16	23807.051643939092	977.0	483.0	1063	12	Ctrl
124	16	28476.154162042174	130.0	536.0	1144	10	Ctrl
124	16	28476.154162042174	134.0	514.0	1206	10	Ctrl
124	16	28476.154162042174	191.0	465.0	1103	10	Ctrl
124	16	28476.154162042174	214.0	469.0	2350	10	Ctrl
124	16	28476.154162042174	235.0	548.0	1244	10	Ctrl
124	16	28476.154162042174	239.0	479.0	1184	10	Ctrl
124	16	28476.154162042174	264.0	550.0	2421	10	Ctrl
124	16	28476.154162042174	265.0	493.0	1331	10	Ctrl
124	16	28476.154162042174	279.0	521.0	1838	10	Ctrl
124	16	28476.154162042174	285.0	548.0	1208	10	Ctrl
125	16	31615.526585686355	610.0	618.0	2214	1	Ctrl
126	16	26759.5039817108	380.0	716.0	1611	11	Ctrl
126	16	26759.5039817108	402.0	765.0	1316	11	Ctrl
126	16	26759.5039817108	404.0	746.0	1393	11	Ctrl
126	16	26759.5039817108	407.0	699.0	1185	11	Ctrl
126	16	26759.5039817108	414.0	782.0	1373	11	Ctrl
126	16	26759.5039817108	415.0	662.0	1477	11	Ctrl
126	16	26759.5039817108	439.0	715.0	1057	11	Ctrl
126	16	26759.5039817108	440.0	776.0	1199	11	Ctrl
126	16	26759.5039817108	445.0	644.0	1391	11	Ctrl
126	16	26759.5039817108	457.0	760.0	1105	11	Ctrl
126	16	26759.5039817108	499.0	700.0	1021	11	Ctrl
128	17	1149.4544414480674	356.0	186.0	793	1	shSTN1_H2O2
137	18	7100.633459089838	324.0	563.0	566	1	shSTN1_H2O2
140	19	7014.400841502559	329.0	223.0	1423	11	shSTN1_H2O2
140	19	7014.400841502559	332.0	238.0	1520	11	shSTN1_H2O2
140	19	7014.400841502559	370.0	186.0	1140	11	shSTN1_H2O2
140	19	7014.400841502559	373.0	207.0	1347	11	shSTN1_H2O2
140	19	7014.400841502559	399.0	228.0	1212	11	shSTN1_H2O2
140	19	7014.400841502559	416.0	206.0	1341	11	shSTN1_H2O2
140	19	7014.400841502559	420.0	253.0	1662	11	shSTN1_H2O2
140	19	7014.400841502559	430.0	196.0	1699	11	shSTN1_H2O2
140	19	7014.400841502559	446.0	256.0	1337	11	shSTN1_H2O2
140	19	7014.400841502559	458.0	239.0	1936	11	shSTN1_H2O2
140	19	7014.400841502559	468.0	222.0	1639	11	shSTN1_H2O2
142	19	726.6883240804997	611.0	365.0	1071	3	shSTN1_H2O2
142	19	726.6883240804997	617.0	394.0	1650	3	shSTN1_H2O2
142	19	726.6883240804997	632.0	415.0	1466	3	shSTN1_H2O2
154	20	26084.819739147362	808.0	945.0	698	1	shSTN1_H2O2
159	21	1469.1010215106571	768.0	465.0	656	1	shSTN1_H2O2
170	22	20437.458282057592	421.0	919.0	901	1	shSTN1_H2O2
179	23	28144.035458211965	939.0	938.0	776	1	shSTN1_H2O2
183	24	21795.21920650379	586.0	382.0	2620	1	shSTN1_H2O2
194	25	28839.688477852724	420.0	541.0	1012	1	shSTN1
199	26	14720.428095656598	510.0	163.0	989	1	shSTN1
200	26	8191.977518656717	746.0	147.0	1297	1	shSTN1
202	26	22553.191086231025	424.0	379.0	1159	8	shSTN1
202	26	22553.191086231025	443.0	313.0	1159	8	shSTN1
202	26	22553.191086231025	469.0	461.0	1264	8	shSTN1
202	26	22553.191086231025	477.0	430.0	1266	8	shSTN1
202	26	22553.191086231025	484.0	340.0	1179	8	shSTN1
202	26	22553.191086231025	520.0	375.0	2416	8	shSTN1
202	26	22553.191086231025	528.0	343.0	1047	8	shSTN1
202	26	22553.191086231025	557.0	359.0	1704	8	shSTN1
207	26	21669.13099077904	157.0	908.0	981	1	shSTN1
215	27	10081.728732014388	114.0	784.0	1205	2	shSTN1
