## ROI	Slice	EdU	FociPerCell	FociPerCellNoise	Condition
66	9	2188.7399508181215	2	1.5	Ctrl
67	10	444.9481859188076	0	0.0	Ctrl
68	10	32030.413393432067	15	14.5	Ctrl
69	10	38706.64192886457	23	23.5	Ctrl
70	10	25910.088232178794	11	11.0	Ctrl
71	10	336.5070082356668	0	-0.5	Ctrl
72	10	26692.536110559322	17	17.0	Ctrl
73	10	300.005673359353	0	0.0	Ctrl
74	10	28813.6624068541	18	17.5	Ctrl
75	10	20256.821147572442	3	2.5	Ctrl
76	10	19044.19177366378	6	6.0	Ctrl
77	11	17688.208576186513	4	4.0	Ctrl
78	11	235.29217726396917	0	-0.5	Ctrl
79	11	631.9680168332457	0	-0.5	Ctrl
80	11	18198.674992642733	4	4.0	Ctrl
81	11	11941.302831652443	4	4.5	Ctrl
82	11	265.82394219122006	0	0.0	Ctrl
83	11	12739.264503917599	6	6.5	Ctrl
84	11	24221.502568248834	2	2.0	Ctrl
85	11	10979.347333065396	1	0.5	Ctrl
86	12	17709.345731941692	0	0.5	Ctrl
87	12	215.36668212381173	0	0.0	Ctrl
88	12	239.22128417991652	0	-0.5	Ctrl
89	12	1332.4991002434635	0	0.0	Ctrl
90	12	231.51571820087054	0	0.0	Ctrl
91	12	36154.06904087994	1	1.5	Ctrl
92	12	340.49783589229577	0	0.0	Ctrl
93	12	33687.992888701876	9	8.5	Ctrl
94	13	21222.205292702485	7	7.0	Ctrl
95	13	231.41554205569372	0	0.5	Ctrl
96	13	16681.617284940847	2	2.0	Ctrl
97	13	261.76816044525475	0	0.0	Ctrl
98	13	23438.639379326436	12	11.5	Ctrl
99	13	22833.81692692606	9	9.0	Ctrl
100	13	335.1803944059646	0	-0.5	Ctrl
101	13	31264.562384697543	3	3.5	Ctrl
102	13	26828.002702394093	9	9.0	Ctrl
103	13	35089.709451959054	6	6.5	Ctrl
104	14	2264.267095451815	1	1.0	Ctrl
105	14	27882.62134464507	15	15.0	Ctrl
106	14	24974.074132763788	16	16.0	Ctrl
107	14	37144.69859099419	8	8.0	Ctrl
108	14	39501.133609622055	12	11.5	Ctrl
109	14	16251.265358570612	0	0.0	Ctrl
110	14	32544.96655567346	10	10.0	Ctrl
111	14	35693.68246445498	5	5.0	Ctrl
112	14	39967.86135990446	18	18.0	Ctrl
113	15	232.87801297279984	0	0.0	Ctrl
114	15	21854.126373223964	3	3.0	Ctrl
115	15	9490.272838726456	3	3.5	Ctrl
116	15	296.57513881425757	0	0.0	Ctrl
117	15	30041.409686791383	4	3.5	Ctrl
118	15	36750.69517391735	6	6.5	Ctrl
119	15	19242.13652498407	9	9.0	Ctrl
120	15	20332.90280912365	1	1.0	Ctrl
121	16	28474.519411055928	2	2.5	Ctrl
122	16	16877.5529969651	4	4.0	Ctrl
123	16	23807.051643939092	12	12.0	Ctrl
124	16	28476.154162042174	10	10.0	Ctrl
125	16	31615.526585686355	1	1.0	Ctrl
126	16	26759.5039817108	11	11.5	Ctrl
127	17	1023.3978595890411	0	0.0	shSTN1_H2O2
128	17	1149.4544414480674	1	1.5	shSTN1_H2O2
129	17	25191.524854947467	0	0.0	shSTN1_H2O2
130	17	1198.0401566054707	0	-0.5	shSTN1_H2O2
131	17	16753.2537840806	0	0.5	shSTN1_H2O2
132	17	18508.693617637127	0	0.0	shSTN1_H2O2
133	17	20732.622110149066	0	-0.5	shSTN1_H2O2
134	17	20159.661231794005	0	0.0	shSTN1_H2O2
135	17	24274.54071545047	0	0.5	shSTN1_H2O2
136	18	1214.0044677377782	0	0.0	shSTN1_H2O2
137	18	7100.633459089838	1	1.5	shSTN1_H2O2
138	18	892.9077296641036	0	0.0	shSTN1_H2O2
139	18	4208.241481864615	0	-0.5	shSTN1_H2O2
140	19	7014.400841502559	11	10.5	shSTN1_H2O2
141	19	535.5947550183466	0	0.0	shSTN1_H2O2
142	19	726.6883240804997	3	2.5	shSTN1_H2O2
143	19	3868.8875243664716	0	0.0	shSTN1_H2O2
144	19	461.3626981839147	0	-0.5	shSTN1_H2O2
145	20	512.6349798073936	0	0.5	shSTN1_H2O2
146	20	14456.710958833532	0	0.0	shSTN1_H2O2
147	20	566.5659800745676	0	-0.5	shSTN1_H2O2
148	20	434.64723586250597	0	0.5	shSTN1_H2O2
149	20	14885.518454075715	0	0.0	shSTN1_H2O2
150	20	483.1598763555285	0	0.0	shSTN1_H2O2
151	20	20834.281767628963	0	0.0	shSTN1_H2O2
152	20	605.8283273190406	0	0.5	shSTN1_H2O2
153	20	744.0337168242397	0	0.5	shSTN1_H2O2
154	20	26084.819739147362	1	1.0	shSTN1_H2O2
155	21	1061.6655938456709	0	-0.5	shSTN1_H2O2
156	21	565.2802075611564	0	-0.5	shSTN1_H2O2
157	21	11783.310266120247	0	0.0	shSTN1_H2O2
158	21	916.1565556173969	0	0.5	shSTN1_H2O2
159	21	1469.1010215106571	1	1.5	shSTN1_H2O2
160	21	13717.092949657153	0	0.5	shSTN1_H2O2
161	21	26927.69196166634	0	0.0	shSTN1_H2O2
162	21	17151.132771935947	0	-0.5	shSTN1_H2O2
163	22	17717.977441420462	0	0.0	shSTN1_H2O2
164	22	11500.217972070432	0	0.5	shSTN1_H2O2
165	22	434.29307052243894	0	0.5	shSTN1_H2O2
166	22	16886.630342495322	0	0.5	shSTN1_H2O2
167	22	686.822465896482	0	0.5	shSTN1_H2O2
168	22	19656.02923945176	0	0.0	shSTN1_H2O2
169	22	15958.479940445053	0	0.0	shSTN1_H2O2
170	22	20437.458282057592	1	0.5	shSTN1_H2O2
171	23	902.9386368179092	0	-0.5	shSTN1_H2O2
172	23	1131.650409348541	0	0.5	shSTN1_H2O2
173	23	9758.856761090326	0	0.0	shSTN1_H2O2
174	23	842.1191706618517	0	0.0	shSTN1_H2O2
175	23	912.3988288874431	0	-0.5	shSTN1_H2O2
176	23	11228.21276371308	0	0.5	shSTN1_H2O2
177	23	18330.033228164066	0	0.5	shSTN1_H2O2
178	23	740.4098520565761	0	0.5	shSTN1_H2O2
179	23	28144.035458211965	1	1.5	shSTN1_H2O2
180	24	21475.282795624957	0	0.0	shSTN1_H2O2
181	24	1118.0459863668736	0	0.5	shSTN1_H2O2
182	24	1076.8334722453742	0	-0.5	shSTN1_H2O2
183	24	21795.21920650379	1	0.5	shSTN1_H2O2
184	24	30531.96855587576	0	-0.5	shSTN1_H2O2
185	24	455.0591394148021	0	0.5	shSTN1_H2O2
186	24	15522.98911637931	0	0.0	shSTN1_H2O2
187	24	12544.668497330282	0	0.5	shSTN1_H2O2
188	24	415.96848762403226	0	0.0	shSTN1_H2O2
189	25	24619.32098511	0	0.0	shSTN1
190	25	11280.41826778745	0	0.0	shSTN1
191	25	15752.942078246393	0	-0.5	shSTN1
192	25	20977.973871264974	0	0.5	shSTN1
193	25	31049.837869326126	0	0.5	shSTN1
194	25	28839.688477852724	1	1.5	shSTN1
195	25	1270.182923028981	0	0.5	shSTN1
196	25	10502.79154323937	0	0.0	shSTN1
197	25	5108.347700837047	0	0.5	shSTN1
198	25	39217.36794133772	0	-0.5	shSTN1
199	26	14720.428095656598	1	1.0	shSTN1
200	26	8191.977518656717	1	1.0	shSTN1
201	26	313.52569136702755	0	-0.5	shSTN1
202	26	22553.191086231025	8	7.5	shSTN1
203	26	353.4059467388851	0	0.0	shSTN1
204	26	21242.85072029034	0	0.0	shSTN1
205	26	258.8408106041295	0	0.0	shSTN1
206	26	273.70765464175076	0	0.0	shSTN1
207	26	21669.13099077904	1	1.0	shSTN1
208	26	260.52775129753206	0	-0.5	shSTN1
209	27	204.55733691739067	0	0.0	shSTN1
210	27	197.52648343180067	0	0.5	shSTN1
211	27	202.9833561048317	0	0.0	shSTN1
212	27	194.51830615465545	0	0.5	shSTN1
213	27	196.5694103194103	0	0.0	shSTN1
214	27	202.82054878583327	0	-0.5	shSTN1
215	27	10081.728732014388	2	1.5	shSTN1
216	27	214.75553650521502	0	-0.5	shSTN1
217	28	22594.11043525665	5	5.0	shSTN1
218	28	17667.352538867017	7	7.5	shSTN1
219	28	267.2514829697665	0	0.5	shSTN1
220	28	13882.371476888387	1	1.5	shSTN1
221	28	14142.74060347083	7	7.0	shSTN1
222	28	16698.17457721484	10	9.5	shSTN1
223	28	16151.43660542077	5	4.5	shSTN1
224	29	270.3299153645833	0	0.0	shSTN1
225	29	23585.025684625023	11	10.5	shSTN1
226	29	3321.8059853549826	0	0.0	shSTN1
227	29	24588.413833902163	12	12.5	shSTN1
228	29	325.688989931796	0	0.5	shSTN1
229	29	29023.04105949916	20	20.0	shSTN1
230	29	22111.978918393783	28	28.5	shSTN1
231	29	27740.568781689806	12	12.0	shSTN1
232	30	11124.601773787364	9	9.0	shSTN1
233	30	15298.88384076784	6	6.0	shSTN1
234	30	9730.069962261021	6	6.0	shSTN1
235	30	22613.409800840254	12	12.0	shSTN1
236	30	10679.449309010502	5	5.0	shSTN1
237	30	21980.47477536889	15	15.0	shSTN1
238	30	19668.03279068868	10	10.5	shSTN1
239	30	21812.82357555739	13	13.0	shSTN1
240	31	288.8240638156437	0	-0.5	shSTN1
241	31	299.94250036300275	0	0.0	shSTN1
242	31	21713.03194263364	9	9.0	shSTN1
243	31	26156.65030843582	6	5.5	shSTN1
244	31	331.7130649876321	0	0.5	shSTN1
245	31	350.6881298654275	0	-0.5	shSTN1
246	31	17503.207484556082	2	2.0	shSTN1
247	31	323.4125234033701	0	-0.5	shSTN1
248	31	20859.22579478135	9	9.0	shSTN1
249	31	18344.45753208292	8	8.0	shSTN1
250	32	24561.195468040518	0	0.0	shSTN1
251	32	10938.656172211899	5	5.0	shSTN1
252	32	326.46568846239677	0	0.0	shSTN1
253	32	15149.74049678857	5	5.5	shSTN1
254	32	299.50081789879164	0	0.0	shSTN1
255	32	626.33692584039	0	0.5	shSTN1
256	32	329.0617847846373	0	0.0	shSTN1
257	32	465.48052016704554	0	-0.5	shSTN1
258	32	33486.34547987059	1	1.5	shSTN1
259	32	1291.1047034152186	0	0.0	shSTN1
260	32	25326.490404168784	7	6.5	shSTN1
261	32	322.29927110607883	1	1.0	shSTN1
262	32	39544.91171458999	3	3.0	shSTN1
