## ROI	Slice	Cy5	X	Y	A488	FociPerCell	Condition
83	12	21011.74300393103	145.0	833.0	3045	18	Etoposide
83	12	21011.74300393103	148.0	807.0	2982	18	Etoposide
83	12	21011.74300393103	148.0	859.0	3824	18	Etoposide
83	12	21011.74300393103	164.0	898.0	2764	18	Etoposide
83	12	21011.74300393103	165.0	810.0	3077	18	Etoposide
83	12	21011.74300393103	176.0	879.0	2875	18	Etoposide
83	12	21011.74300393103	185.0	734.0	3056	18	Etoposide
83	12	21011.74300393103	208.0	847.0	3436	18	Etoposide
83	12	21011.74300393103	215.0	859.0	4841	18	Etoposide
83	12	21011.74300393103	224.0	772.0	3142	18	Etoposide
83	12	21011.74300393103	229.0	837.0	4847	18	Etoposide
83	12	21011.74300393103	233.0	725.0	3668	18	Etoposide
83	12	21011.74300393103	234.0	803.0	4179	18	Etoposide
83	12	21011.74300393103	240.0	783.0	3156	18	Etoposide
83	12	21011.74300393103	241.0	788.0	3169	18	Etoposide
83	12	21011.74300393103	253.0	761.0	3898	18	Etoposide
84	12	19188.79316150006	431.0	834.0	3523	91	Etoposide
84	12	19188.79316150006	436.0	763.0	3515	91	Etoposide
84	12	19188.79316150006	438.0	776.0	4735	91	Etoposide
84	12	19188.79316150006	441.0	764.0	3863	91	Etoposide
84	12	19188.79316150006	443.0	799.0	2818	91	Etoposide
84	12	19188.79316150006	446.0	822.0	3422	91	Etoposide
84	12	19188.79316150006	448.0	758.0	9058	91	Etoposide
84	12	19188.79316150006	448.0	853.0	5090	91	Etoposide
84	12	19188.79316150006	449.0	771.0	2994	91	Etoposide
84	12	19188.79316150006	453.0	815.0	4551	91	Etoposide
84	12	19188.79316150006	456.0	808.0	3809	91	Etoposide
84	12	19188.79316150006	456.0	846.0	3282	91	Etoposide
84	12	19188.79316150006	457.0	790.0	3138	91	Etoposide
84	12	19188.79316150006	457.0	827.0	6843	91	Etoposide
84	12	19188.79316150006	458.0	735.0	5205	91	Etoposide
84	12	19188.79316150006	459.0	818.0	6345	91	Etoposide
84	12	19188.79316150006	461.0	758.0	3183	91	Etoposide
84	12	19188.79316150006	467.0	791.0	5057	91	Etoposide
84	12	19188.79316150006	467.0	860.0	5158	91	Etoposide
84	12	19188.79316150006	468.0	818.0	4349	91	Etoposide
84	12	19188.79316150006	470.0	732.0	2921	91	Etoposide
84	12	19188.79316150006	470.0	796.0	7985	91	Etoposide
84	12	19188.79316150006	472.0	851.0	3115	91	Etoposide
84	12	19188.79316150006	474.0	809.0	3108	91	Etoposide
84	12	19188.79316150006	476.0	754.0	4468	91	Etoposide
84	12	19188.79316150006	476.0	874.0	2977	91	Etoposide
84	12	19188.79316150006	482.0	850.0	3235	91	Etoposide
84	12	19188.79316150006	486.0	722.0	5202	91	Etoposide
84	12	19188.79316150006	487.0	872.0	3262	91	Etoposide
84	12	19188.79316150006	489.0	725.0	3881	91	Etoposide
84	12	19188.79316150006	489.0	849.0	3846	91	Etoposide
84	12	19188.79316150006	493.0	743.0	3437	91	Etoposide
84	12	19188.79316150006	494.0	729.0	3946	91	Etoposide
84	12	19188.79316150006	494.0	835.0	4635	91	Etoposide
84	12	19188.79316150006	497.0	749.0	4671	91	Etoposide
84	12	19188.79316150006	498.0	844.0	3457	91	Etoposide
84	12	19188.79316150006	498.0	858.0	3301	91	Etoposide
84	12	19188.79316150006	501.0	883.0	3275	91	Etoposide
84	12	19188.79316150006	502.0	794.0	6354	91	Etoposide
84	12	19188.79316150006	504.0	835.0	4135	91	Etoposide
84	12	19188.79316150006	505.0	819.0	4754	91	Etoposide
84	12	19188.79316150006	509.0	805.0	5128	91	Etoposide
84	12	19188.79316150006	509.0	849.0	6525	91	Etoposide
84	12	19188.79316150006	510.0	825.0	3765	91	Etoposide
84	12	19188.79316150006	510.0	869.0	2839	91	Etoposide
84	12	19188.79316150006	511.0	720.0	5097	91	Etoposide
84	12	19188.79316150006	513.0	804.0	4541	91	Etoposide
84	12	19188.79316150006	514.0	815.0	4375	91	Etoposide
84	12	19188.79316150006	514.0	857.0	3512	91	Etoposide
84	12	19188.79316150006	516.0	759.0	7141	91	Etoposide
84	12	19188.79316150006	521.0	819.0	3641	91	Etoposide
84	12	19188.79316150006	521.0	862.0	3041	91	Etoposide
84	12	19188.79316150006	523.0	842.0	5626	91	Etoposide
84	12	19188.79316150006	524.0	896.0	3585	91	Etoposide
84	12	19188.79316150006	527.0	766.0	3347	91	Etoposide
84	12	19188.79316150006	529.0	788.0	4361	91	Etoposide
84	12	19188.79316150006	530.0	730.0	6094	91	Etoposide
84	12	19188.79316150006	531.0	800.0	4861	91	Etoposide
84	12	19188.79316150006	533.0	777.0	5967	91	Etoposide
84	12	19188.79316150006	534.0	839.0	3678	91	Etoposide
84	12	19188.79316150006	536.0	749.0	3063	91	Etoposide
84	12	19188.79316150006	537.0	871.0	3994	91	Etoposide
84	12	19188.79316150006	539.0	832.0	2987	91	Etoposide
84	12	19188.79316150006	543.0	763.0	6047	91	Etoposide
84	12	19188.79316150006	543.0	779.0	4133	91	Etoposide
84	12	19188.79316150006	544.0	788.0	5855	91	Etoposide
84	12	19188.79316150006	544.0	873.0	3800	91	Etoposide
84	12	19188.79316150006	550.0	770.0	3498	91	Etoposide
84	12	19188.79316150006	552.0	790.0	5643	91	Etoposide
84	12	19188.79316150006	552.0	798.0	3907	91	Etoposide
84	12	19188.79316150006	552.0	867.0	4886	91	Etoposide
84	12	19188.79316150006	553.0	807.0	3803	91	Etoposide
84	12	19188.79316150006	557.0	763.0	2943	91	Etoposide
84	12	19188.79316150006	558.0	775.0	4833	91	Etoposide
84	12	19188.79316150006	558.0	786.0	4656	91	Etoposide
84	12	19188.79316150006	558.0	832.0	2918	91	Etoposide
84	12	19188.79316150006	564.0	791.0	4664	91	Etoposide
84	12	19188.79316150006	566.0	757.0	3964	91	Etoposide
84	12	19188.79316150006	568.0	811.0	3363	91	Etoposide
84	12	19188.79316150006	577.0	793.0	3549	91	Etoposide
84	12	19188.79316150006	578.0	756.0	3302	91	Etoposide
84	12	19188.79316150006	581.0	734.0	3184	91	Etoposide
84	12	19188.79316150006	582.0	845.0	3174	91	Etoposide
84	12	19188.79316150006	584.0	748.0	4575	91	Etoposide
84	12	19188.79316150006	587.0	798.0	3024	91	Etoposide
84	12	19188.79316150006	587.0	834.0	4769	91	Etoposide
84	12	19188.79316150006	593.0	832.0	3036	91	Etoposide
84	12	19188.79316150006	595.0	759.0	5682	91	Etoposide
84	12	19188.79316150006	600.0	794.0	3149	91	Etoposide
84	12	19188.79316150006	608.0	800.0	5016	91	Etoposide
84	12	19188.79316150006	618.0	784.0	2845	91	Etoposide
85	13	19298.132242601085	258.0	196.0	3608	3	Etoposide
85	13	19298.132242601085	269.0	237.0	2896	3	Etoposide
85	13	19298.132242601085	323.0	174.0	3279	3	Etoposide
86	13	17551.461568973114	528.0	379.0	3938	87	Etoposide
86	13	17551.461568973114	534.0	332.0	3218	87	Etoposide
86	13	17551.461568973114	536.0	353.0	5716	87	Etoposide
86	13	17551.461568973114	537.0	374.0	5612	87	Etoposide
86	13	17551.461568973114	540.0	345.0	5988	87	Etoposide
86	13	17551.461568973114	540.0	391.0	7292	87	Etoposide
86	13	17551.461568973114	541.0	380.0	4220	87	Etoposide
86	13	17551.461568973114	543.0	385.0	4507	87	Etoposide
86	13	17551.461568973114	546.0	338.0	6243	87	Etoposide
86	13	17551.461568973114	547.0	375.0	6030	87	Etoposide
86	13	17551.461568973114	547.0	398.0	5903	87	Etoposide
86	13	17551.461568973114	549.0	363.0	3714	87	Etoposide
86	13	17551.461568973114	550.0	352.0	4165	87	Etoposide
86	13	17551.461568973114	552.0	387.0	3242	87	Etoposide
86	13	17551.461568973114	555.0	382.0	3314	87	Etoposide
86	13	17551.461568973114	558.0	342.0	3777	87	Etoposide
86	13	17551.461568973114	560.0	389.0	5537	87	Etoposide
86	13	17551.461568973114	565.0	384.0	4683	87	Etoposide
86	13	17551.461568973114	573.0	331.0	4251	87	Etoposide
86	13	17551.461568973114	573.0	380.0	3510	87	Etoposide
86	13	17551.461568973114	575.0	371.0	5160	87	Etoposide
86	13	17551.461568973114	578.0	402.0	3228	87	Etoposide
86	13	17551.461568973114	583.0	374.0	4425	87	Etoposide
86	13	17551.461568973114	585.0	333.0	4394	87	Etoposide
86	13	17551.461568973114	586.0	383.0	3638	87	Etoposide
86	13	17551.461568973114	588.0	341.0	6286	87	Etoposide
86	13	17551.461568973114	588.0	367.0	4224	87	Etoposide
86	13	17551.461568973114	591.0	370.0	5462	87	Etoposide
86	13	17551.461568973114	594.0	370.0	7536	87	Etoposide
86	13	17551.461568973114	596.0	320.0	3283	87	Etoposide
86	13	17551.461568973114	596.0	380.0	3502	87	Etoposide
86	13	17551.461568973114	599.0	325.0	3695	87	Etoposide
86	13	17551.461568973114	601.0	305.0	3674	87	Etoposide
86	13	17551.461568973114	603.0	356.0	4358	87	Etoposide
86	13	17551.461568973114	605.0	322.0	3458	87	Etoposide
86	13	17551.461568973114	605.0	352.0	3422	87	Etoposide
86	13	17551.461568973114	608.0	317.0	3269	87	Etoposide
86	13	17551.461568973114	610.0	296.0	4561	87	Etoposide
86	13	17551.461568973114	610.0	365.0	6041	87	Etoposide
86	13	17551.461568973114	616.0	353.0	3968	87	Etoposide
86	13	17551.461568973114	617.0	303.0	4288	87	Etoposide
86	13	17551.461568973114	620.0	313.0	4607	87	Etoposide
86	13	17551.461568973114	622.0	340.0	3172	87	Etoposide
86	13	17551.461568973114	623.0	361.0	3704	87	Etoposide
86	13	17551.461568973114	626.0	302.0	3184	87	Etoposide
86	13	17551.461568973114	626.0	347.0	4939	87	Etoposide
86	13	17551.461568973114	632.0	347.0	3482	87	Etoposide
86	13	17551.461568973114	632.0	371.0	6637	87	Etoposide
86	13	17551.461568973114	645.0	357.0	3325	87	Etoposide
86	13	17551.461568973114	646.0	341.0	4820	87	Etoposide
86	13	17551.461568973114	647.0	294.0	3506	87	Etoposide
86	13	17551.461568973114	652.0	294.0	3834	87	Etoposide
86	13	17551.461568973114	655.0	343.0	3711	87	Etoposide
86	13	17551.461568973114	656.0	331.0	4444	87	Etoposide
86	13	17551.461568973114	656.0	363.0	3485	87	Etoposide
86	13	17551.461568973114	659.0	309.0	5536	87	Etoposide
86	13	17551.461568973114	660.0	330.0	4386	87	Etoposide
86	13	17551.461568973114	661.0	294.0	6462	87	Etoposide
86	13	17551.461568973114	661.0	344.0	3158	87	Etoposide
86	13	17551.461568973114	662.0	304.0	2952	87	Etoposide
86	13	17551.461568973114	662.0	316.0	4089	87	Etoposide
86	13	17551.461568973114	663.0	279.0	3398	87	Etoposide
86	13	17551.461568973114	665.0	351.0	4873	87	Etoposide
86	13	17551.461568973114	667.0	331.0	3287	87	Etoposide
86	13	17551.461568973114	670.0	267.0	3470	87	Etoposide
86	13	17551.461568973114	670.0	359.0	4552	87	Etoposide
86	13	17551.461568973114	673.0	347.0	3109	87	Etoposide
86	13	17551.461568973114	677.0	362.0	4039	87	Etoposide
86	13	17551.461568973114	683.0	279.0	4638	87	Etoposide
86	13	17551.461568973114	683.0	306.0	2832	87	Etoposide
86	13	17551.461568973114	687.0	287.0	3581	87	Etoposide
86	13	17551.461568973114	687.0	335.0	3762	87	Etoposide
86	13	17551.461568973114	690.0	280.0	5281	87	Etoposide
86	13	17551.461568973114	692.0	267.0	3177	87	Etoposide
86	13	17551.461568973114	692.0	347.0	6913	87	Etoposide
86	13	17551.461568973114	699.0	312.0	4459	87	Etoposide
86	13	17551.461568973114	709.0	296.0	3644	87	Etoposide
86	13	17551.461568973114	710.0	289.0	3203	87	Etoposide
86	13	17551.461568973114	710.0	317.0	6539	87	Etoposide
86	13	17551.461568973114	711.0	313.0	8101	87	Etoposide
86	13	17551.461568973114	711.0	330.0	4679	87	Etoposide
86	13	17551.461568973114	713.0	294.0	3239	87	Etoposide
86	13	17551.461568973114	714.0	322.0	4422	87	Etoposide
86	13	17551.461568973114	717.0	292.0	5021	87	Etoposide
86	13	17551.461568973114	717.0	306.0	4323	87	Etoposide
86	13	17551.461568973114	717.0	329.0	4388	87	Etoposide
86	13	17551.461568973114	722.0	309.0	4365	87	Etoposide
87	13	21701.877258764005	656.0	521.0	4231	54	Etoposide
87	13	21701.877258764005	657.0	528.0	4403	54	Etoposide
87	13	21701.877258764005	659.0	513.0	3687	54	Etoposide
87	13	21701.877258764005	669.0	540.0	3700	54	Etoposide
87	13	21701.877258764005	672.0	538.0	5348	54	Etoposide
87	13	21701.877258764005	674.0	511.0	6361	54	Etoposide
87	13	21701.877258764005	681.0	521.0	3306	54	Etoposide
87	13	21701.877258764005	682.0	526.0	6420	54	Etoposide
87	13	21701.877258764005	687.0	505.0	4284	54	Etoposide
87	13	21701.877258764005	689.0	541.0	4316	54	Etoposide
87	13	21701.877258764005	697.0	526.0	3399	54	Etoposide
87	13	21701.877258764005	701.0	538.0	4472	54	Etoposide
87	13	21701.877258764005	704.0	523.0	4721	54	Etoposide
87	13	21701.877258764005	708.0	545.0	4149	54	Etoposide
87	13	21701.877258764005	716.0	534.0	2918	54	Etoposide
87	13	21701.877258764005	720.0	547.0	3556	54	Etoposide
87	13	21701.877258764005	723.0	476.0	3374	54	Etoposide
87	13	21701.877258764005	725.0	564.0	3648	54	Etoposide
87	13	21701.877258764005	728.0	453.0	5533	54	Etoposide
87	13	21701.877258764005	728.0	494.0	2795	54	Etoposide
87	13	21701.877258764005	732.0	459.0	3171	54	Etoposide
87	13	21701.877258764005	732.0	564.0	6038	54	Etoposide
87	13	21701.877258764005	738.0	482.0	9198	54	Etoposide
87	13	21701.877258764005	739.0	497.0	6416	54	Etoposide
87	13	21701.877258764005	747.0	560.0	5355	54	Etoposide
87	13	21701.877258764005	748.0	487.0	4440	54	Etoposide
87	13	21701.877258764005	752.0	516.0	3742	54	Etoposide
87	13	21701.877258764005	757.0	511.0	3362	54	Etoposide
87	13	21701.877258764005	762.0	535.0	4512	54	Etoposide
87	13	21701.877258764005	763.0	458.0	4073	54	Etoposide
87	13	21701.877258764005	766.0	495.0	4471	54	Etoposide
87	13	21701.877258764005	769.0	490.0	3490	54	Etoposide
87	13	21701.877258764005	778.0	483.0	3541	54	Etoposide
87	13	21701.877258764005	780.0	487.0	3712	54	Etoposide
87	13	21701.877258764005	784.0	469.0	3768	54	Etoposide
87	13	21701.877258764005	784.0	501.0	4784	54	Etoposide
87	13	21701.877258764005	785.0	529.0	4569	54	Etoposide
87	13	21701.877258764005	785.0	558.0	5607	54	Etoposide
87	13	21701.877258764005	788.0	504.0	5220	54	Etoposide
87	13	21701.877258764005	789.0	467.0	5631	54	Etoposide
87	13	21701.877258764005	792.0	498.0	8186	54	Etoposide
87	13	21701.877258764005	793.0	479.0	4587	54	Etoposide
87	13	21701.877258764005	793.0	529.0	4259	54	Etoposide
87	13	21701.877258764005	794.0	508.0	6292	54	Etoposide
87	13	21701.877258764005	796.0	512.0	5287	54	Etoposide
87	13	21701.877258764005	799.0	478.0	4243	54	Etoposide
87	13	21701.877258764005	799.0	567.0	3896	54	Etoposide
87	13	21701.877258764005	800.0	517.0	6226	54	Etoposide
87	13	21701.877258764005	809.0	505.0	4982	54	Etoposide
87	13	21701.877258764005	813.0	491.0	2857	54	Etoposide
87	13	21701.877258764005	815.0	520.0	3033	54	Etoposide
87	13	21701.877258764005	821.0	555.0	3283	54	Etoposide
87	13	21701.877258764005	822.0	482.0	2854	54	Etoposide
87	13	21701.877258764005	824.0	551.0	5236	54	Etoposide
88	13	13637.500681222707	217.0	717.0	4118	90	Etoposide
88	13	13637.500681222707	222.0	668.0	4271	90	Etoposide
88	13	13637.500681222707	224.0	679.0	3841	90	Etoposide
88	13	13637.500681222707	225.0	705.0	4216	90	Etoposide
88	13	13637.500681222707	226.0	658.0	2830	90	Etoposide
88	13	13637.500681222707	230.0	727.0	2872	90	Etoposide
88	13	13637.500681222707	233.0	686.0	7198	90	Etoposide
88	13	13637.500681222707	236.0	660.0	4778	90	Etoposide
88	13	13637.500681222707	247.0	637.0	6125	90	Etoposide
88	13	13637.500681222707	247.0	682.0	3027	90	Etoposide
88	13	13637.500681222707	247.0	698.0	3706	90	Etoposide
88	13	13637.500681222707	252.0	735.0	6730	90	Etoposide
88	13	13637.500681222707	253.0	739.0	4368	90	Etoposide
88	13	13637.500681222707	255.0	624.0	3501	90	Etoposide
88	13	13637.500681222707	255.0	649.0	4468	90	Etoposide
88	13	13637.500681222707	255.0	762.0	5117	90	Etoposide
88	13	13637.500681222707	256.0	620.0	3336	90	Etoposide
88	13	13637.500681222707	256.0	643.0	4814	90	Etoposide
88	13	13637.500681222707	256.0	692.0	5918	90	Etoposide
88	13	13637.500681222707	258.0	772.0	3035	90	Etoposide
88	13	13637.500681222707	260.0	684.0	4714	90	Etoposide
88	13	13637.500681222707	261.0	711.0	3029	90	Etoposide
88	13	13637.500681222707	266.0	616.0	4124	90	Etoposide
88	13	13637.500681222707	267.0	776.0	3549	90	Etoposide
88	13	13637.500681222707	268.0	625.0	4534	90	Etoposide
88	13	13637.500681222707	270.0	730.0	3972	90	Etoposide
88	13	13637.500681222707	273.0	736.0	7060	90	Etoposide
88	13	13637.500681222707	274.0	764.0	2790	90	Etoposide
88	13	13637.500681222707	275.0	631.0	5544	90	Etoposide
88	13	13637.500681222707	275.0	643.0	4000	90	Etoposide
88	13	13637.500681222707	275.0	683.0	3659	90	Etoposide
88	13	13637.500681222707	277.0	695.0	4092	90	Etoposide
88	13	13637.500681222707	277.0	750.0	4497	90	Etoposide
88	13	13637.500681222707	277.0	788.0	3216	90	Etoposide
88	13	13637.500681222707	280.0	672.0	4195	90	Etoposide
88	13	13637.500681222707	280.0	771.0	7125	90	Etoposide
88	13	13637.500681222707	282.0	743.0	9226	90	Etoposide
88	13	13637.500681222707	284.0	664.0	3381	90	Etoposide
88	13	13637.500681222707	286.0	628.0	3252	90	Etoposide
88	13	13637.500681222707	286.0	746.0	3108	90	Etoposide
88	13	13637.500681222707	287.0	617.0	8055	90	Etoposide
88	13	13637.500681222707	287.0	773.0	3453	90	Etoposide
88	13	13637.500681222707	288.0	726.0	3329	90	Etoposide
88	13	13637.500681222707	288.0	741.0	4680	90	Etoposide
88	13	13637.500681222707	291.0	754.0	3081	90	Etoposide
88	13	13637.500681222707	291.0	761.0	4716	90	Etoposide
88	13	13637.500681222707	291.0	781.0	6580	90	Etoposide
88	13	13637.500681222707	292.0	650.0	4045	90	Etoposide
88	13	13637.500681222707	292.0	676.0	3021	90	Etoposide
88	13	13637.500681222707	292.0	722.0	4212	90	Etoposide
88	13	13637.500681222707	295.0	624.0	3517	90	Etoposide
88	13	13637.500681222707	297.0	696.0	4028	90	Etoposide
88	13	13637.500681222707	298.0	749.0	2971	90	Etoposide
88	13	13637.500681222707	300.0	656.0	3625	90	Etoposide
88	13	13637.500681222707	301.0	774.0	5912	90	Etoposide
88	13	13637.500681222707	302.0	641.0	3280	90	Etoposide
88	13	13637.500681222707	303.0	699.0	3667	90	Etoposide
88	13	13637.500681222707	304.0	663.0	3965	90	Etoposide
88	13	13637.500681222707	305.0	646.0	3316	90	Etoposide
88	13	13637.500681222707	307.0	666.0	3740	90	Etoposide
88	13	13637.500681222707	308.0	619.0	4169	90	Etoposide
88	13	13637.500681222707	309.0	692.0	3261	90	Etoposide
88	13	13637.500681222707	310.0	632.0	5967	90	Etoposide
88	13	13637.500681222707	311.0	657.0	9988	90	Etoposide
88	13	13637.500681222707	311.0	774.0	3976	90	Etoposide
88	13	13637.500681222707	313.0	758.0	4500	90	Etoposide
88	13	13637.500681222707	315.0	622.0	7799	90	Etoposide
88	13	13637.500681222707	316.0	690.0	6357	90	Etoposide
88	13	13637.500681222707	318.0	745.0	5712	90	Etoposide
88	13	13637.500681222707	319.0	626.0	4155	90	Etoposide
88	13	13637.500681222707	320.0	619.0	3296	90	Etoposide
88	13	13637.500681222707	325.0	610.0	3095	90	Etoposide
88	13	13637.500681222707	326.0	682.0	3879	90	Etoposide
88	13	13637.500681222707	342.0	685.0	5373	90	Etoposide
88	13	13637.500681222707	347.0	681.0	5791	90	Etoposide
88	13	13637.500681222707	350.0	735.0	3955	90	Etoposide
88	13	13637.500681222707	356.0	678.0	3909	90	Etoposide
88	13	13637.500681222707	358.0	649.0	4513	90	Etoposide
88	13	13637.500681222707	360.0	634.0	3812	90	Etoposide
88	13	13637.500681222707	365.0	643.0	7043	90	Etoposide
88	13	13637.500681222707	365.0	665.0	3390	90	Etoposide
88	13	13637.500681222707	372.0	697.0	3082	90	Etoposide
88	13	13637.500681222707	372.0	707.0	3059	90	Etoposide
88	13	13637.500681222707	375.0	691.0	5256	90	Etoposide
88	13	13637.500681222707	376.0	662.0	4093	90	Etoposide
88	13	13637.500681222707	378.0	704.0	5299	90	Etoposide
88	13	13637.500681222707	380.0	693.0	3588	90	Etoposide
88	13	13637.500681222707	382.0	653.0	4517	90	Etoposide
88	13	13637.500681222707	384.0	667.0	4466	90	Etoposide
88	13	13637.500681222707	389.0	691.0	3618	90	Etoposide
89	13	19352.173820304608	536.0	840.0	3157	126	Etoposide
89	13	19352.173820304608	541.0	820.0	4362	126	Etoposide
89	13	19352.173820304608	541.0	850.0	8434	126	Etoposide
89	13	19352.173820304608	548.0	858.0	6391	126	Etoposide
89	13	19352.173820304608	548.0	865.0	5046	126	Etoposide
89	13	19352.173820304608	552.0	793.0	3216	126	Etoposide
89	13	19352.173820304608	552.0	815.0	5222	126	Etoposide
89	13	19352.173820304608	554.0	866.0	4955	126	Etoposide
89	13	19352.173820304608	555.0	873.0	2999	126	Etoposide
89	13	19352.173820304608	558.0	795.0	3977	126	Etoposide
89	13	19352.173820304608	558.0	817.0	5614	126	Etoposide
89	13	19352.173820304608	559.0	830.0	5036	126	Etoposide
89	13	19352.173820304608	560.0	865.0	5548	126	Etoposide
89	13	19352.173820304608	561.0	840.0	5841	126	Etoposide
89	13	19352.173820304608	561.0	873.0	5264	126	Etoposide
89	13	19352.173820304608	562.0	805.0	5169	126	Etoposide
89	13	19352.173820304608	562.0	820.0	4273	126	Etoposide
89	13	19352.173820304608	564.0	851.0	5809	126	Etoposide
89	13	19352.173820304608	565.0	897.0	3585	126	Etoposide
89	13	19352.173820304608	567.0	847.0	8065	126	Etoposide
89	13	19352.173820304608	567.0	871.0	4491	126	Etoposide
89	13	19352.173820304608	569.0	826.0	9661	126	Etoposide
89	13	19352.173820304608	569.0	902.0	5513	126	Etoposide
89	13	19352.173820304608	573.0	830.0	7495	126	Etoposide
89	13	19352.173820304608	573.0	882.0	4345	126	Etoposide
89	13	19352.173820304608	574.0	848.0	3603	126	Etoposide
89	13	19352.173820304608	577.0	908.0	6794	126	Etoposide
89	13	19352.173820304608	579.0	827.0	5395	126	Etoposide
89	13	19352.173820304608	583.0	835.0	5163	126	Etoposide
89	13	19352.173820304608	584.0	803.0	7715	126	Etoposide
89	13	19352.173820304608	587.0	898.0	2972	126	Etoposide
89	13	19352.173820304608	588.0	906.0	4121	126	Etoposide
89	13	19352.173820304608	590.0	892.0	4671	126	Etoposide
89	13	19352.173820304608	592.0	845.0	5976	126	Etoposide
89	13	19352.173820304608	592.0	873.0	5410	126	Etoposide
89	13	19352.173820304608	592.0	912.0	4183	126	Etoposide
89	13	19352.173820304608	593.0	836.0	3097	126	Etoposide
89	13	19352.173820304608	596.0	912.0	6587	126	Etoposide
89	13	19352.173820304608	598.0	881.0	5259	126	Etoposide
89	13	19352.173820304608	599.0	808.0	4540	126	Etoposide
89	13	19352.173820304608	599.0	849.0	4951	126	Etoposide
89	13	19352.173820304608	600.0	860.0	6886	126	Etoposide
89	13	19352.173820304608	602.0	885.0	3487	126	Etoposide
89	13	19352.173820304608	604.0	849.0	3297	126	Etoposide
89	13	19352.173820304608	606.0	904.0	3745	126	Etoposide
89	13	19352.173820304608	607.0	838.0	3362	126	Etoposide
89	13	19352.173820304608	608.0	806.0	3997	126	Etoposide
89	13	19352.173820304608	610.0	908.0	5344	126	Etoposide
89	13	19352.173820304608	612.0	859.0	6525	126	Etoposide
89	13	19352.173820304608	614.0	844.0	4069	126	Etoposide
89	13	19352.173820304608	614.0	921.0	4517	126	Etoposide
89	13	19352.173820304608	616.0	852.0	3471	126	Etoposide
89	13	19352.173820304608	616.0	856.0	3753	126	Etoposide
89	13	19352.173820304608	619.0	906.0	5864	126	Etoposide
89	13	19352.173820304608	624.0	900.0	3801	126	Etoposide
89	13	19352.173820304608	626.0	801.0	3180	126	Etoposide
89	13	19352.173820304608	627.0	889.0	5847	126	Etoposide
89	13	19352.173820304608	629.0	898.0	4682	126	Etoposide
89	13	19352.173820304608	630.0	910.0	5692	126	Etoposide
89	13	19352.173820304608	632.0	916.0	6194	126	Etoposide
89	13	19352.173820304608	633.0	902.0	3094	126	Etoposide
89	13	19352.173820304608	634.0	891.0	4814	126	Etoposide
89	13	19352.173820304608	636.0	924.0	3445	126	Etoposide
89	13	19352.173820304608	639.0	900.0	7443	126	Etoposide
89	13	19352.173820304608	641.0	874.0	10891	126	Etoposide
89	13	19352.173820304608	643.0	848.0	5479	126	Etoposide
89	13	19352.173820304608	647.0	845.0	4725	126	Etoposide
89	13	19352.173820304608	649.0	863.0	4732	126	Etoposide
89	13	19352.173820304608	651.0	901.0	4214	126	Etoposide
89	13	19352.173820304608	651.0	906.0	3758	126	Etoposide
89	13	19352.173820304608	654.0	865.0	6168	126	Etoposide
89	13	19352.173820304608	655.0	826.0	3405	126	Etoposide
89	13	19352.173820304608	655.0	843.0	3829	126	Etoposide
89	13	19352.173820304608	657.0	870.0	3225	126	Etoposide
89	13	19352.173820304608	659.0	835.0	7486	126	Etoposide
89	13	19352.173820304608	660.0	862.0	6353	126	Etoposide
89	13	19352.173820304608	660.0	877.0	6474	126	Etoposide
89	13	19352.173820304608	662.0	929.0	4240	126	Etoposide
89	13	19352.173820304608	663.0	839.0	3408	126	Etoposide
89	13	19352.173820304608	663.0	919.0	6113	126	Etoposide
89	13	19352.173820304608	664.0	888.0	3017	126	Etoposide
89	13	19352.173820304608	665.0	880.0	6518	126	Etoposide
89	13	19352.173820304608	666.0	894.0	3202	126	Etoposide
89	13	19352.173820304608	668.0	815.0	2758	126	Etoposide
89	13	19352.173820304608	668.0	901.0	7227	126	Etoposide
89	13	19352.173820304608	669.0	832.0	3639	126	Etoposide
89	13	19352.173820304608	669.0	862.0	6956	126	Etoposide
89	13	19352.173820304608	669.0	920.0	8121	126	Etoposide
89	13	19352.173820304608	671.0	887.0	5020	126	Etoposide
89	13	19352.173820304608	672.0	909.0	4116	126	Etoposide
89	13	19352.173820304608	674.0	865.0	7273	126	Etoposide
89	13	19352.173820304608	674.0	868.0	4785	126	Etoposide
89	13	19352.173820304608	674.0	923.0	4186	126	Etoposide
89	13	19352.173820304608	675.0	816.0	5942	126	Etoposide
89	13	19352.173820304608	675.0	918.0	4500	126	Etoposide
89	13	19352.173820304608	676.0	878.0	6255	126	Etoposide
89	13	19352.173820304608	677.0	883.0	4729	126	Etoposide
89	13	19352.173820304608	678.0	896.0	8460	126	Etoposide
89	13	19352.173820304608	685.0	911.0	4011	126	Etoposide
89	13	19352.173820304608	686.0	889.0	6356	126	Etoposide
89	13	19352.173820304608	687.0	815.0	5907	126	Etoposide
89	13	19352.173820304608	689.0	884.0	2994	126	Etoposide
89	13	19352.173820304608	691.0	907.0	3357	126	Etoposide
89	13	19352.173820304608	691.0	919.0	3665	126	Etoposide
89	13	19352.173820304608	694.0	879.0	5148	126	Etoposide
89	13	19352.173820304608	695.0	870.0	3409	126	Etoposide
89	13	19352.173820304608	695.0	904.0	5658	126	Etoposide
89	13	19352.173820304608	696.0	824.0	9951	126	Etoposide
89	13	19352.173820304608	696.0	909.0	5799	126	Etoposide
