## ROI	Slice	EdU	FociPerCell	FociPerCellNoise	Condition
36	3	16065.747795318453	2	1.5	Ctrl_Etoposide
37	3	15107.964497744004	4	4.0	Ctrl_Etoposide
38	4	291.65542849631964	1	1.5	Ctrl_Etoposide
39	4	346.0955316811134	2	2.5	Ctrl_Etoposide
40	4	321.997283191535	1	0.5	Ctrl_Etoposide
41	4	15674.632931034483	4	4.0	Ctrl_Etoposide
42	4	2049.642402088773	11	11.0	Ctrl_Etoposide
43	4	10723.101310623237	1	0.5	Ctrl_Etoposide
44	4	13660.408877095646	8	7.5	Ctrl_Etoposide
45	4	16545.4287403903	3	3.0	Ctrl_Etoposide
46	4	12494.301764208747	1	1.5	Ctrl_Etoposide
47	4	356.0782608695652	1	1.0	Ctrl_Etoposide
48	4	357.8332628373234	1	1.0	Ctrl_Etoposide
49	4	311.4407597002745	1	1.0	Ctrl_Etoposide
50	4	256.9454851610187	1	1.0	Ctrl_Etoposide
51	5	11327.2453202995	3	3.5	Ctrl_Etoposide
52	5	11319.157023373053	22	22.5	Ctrl_Etoposide
53	5	394.1727835411036	1	1.0	Ctrl_Etoposide
54	5	12384.619230300816	10	10.0	Ctrl_Etoposide
55	5	18219.683593968948	6	5.5	Ctrl_Etoposide
56	5	348.6148333064906	1	1.5	Ctrl_Etoposide
57	5	354.709480371396	1	1.5	Ctrl_Etoposide
58	5	316.9293382352941	1	1.0	Ctrl_Etoposide
59	5	336.34112752833164	1	1.5	Ctrl_Etoposide
60	5	14168.008150602092	11	11.0	Ctrl_Etoposide
61	5	231.87985466289868	2	2.0	Ctrl_Etoposide
62	5	234.8998382001695	3	3.5	Ctrl_Etoposide
63	5	291.9180003951788	1	1.0	Ctrl_Etoposide
64	5	415.94795102998313	1	0.5	Ctrl_Etoposide
65	5	391.1295281582953	1	1.0	Ctrl_Etoposide
66	5	256.9650055083922	1	1.0	Ctrl_Etoposide
67	5	249.43843020523266	1	0.5	Ctrl_Etoposide
68	5	310.2982838463634	1	1.0	Ctrl_Etoposide
69	5	19624.20223372034	2	2.5	Ctrl_Etoposide
70	6	197.24956896551726	1	0.5	Ctrl_H2O2
71	6	193.53093303595136	1	1.5	Ctrl_H2O2
72	6	194.9065986459426	1	1.0	Ctrl_H2O2
73	6	197.225	1	1.0	Ctrl_H2O2
74	6	196.10034622381315	1	0.5	Ctrl_H2O2
75	6	198.52832615902233	1	1.0	Ctrl_H2O2
76	6	203.5965736720005	1	1.0	Ctrl_H2O2
77	6	202.11844683251203	1	1.0	Ctrl_H2O2
78	6	204.701788946864	2	2.0	Ctrl_H2O2
79	6	205.86742343114156	1	1.0	Ctrl_H2O2
80	6	200.1579661016949	1	1.0	Ctrl_H2O2
81	7	209.62526063056802	2	2.0	Ctrl_H2O2
82	7	221.267536485305	1	0.5	Ctrl_H2O2
83	7	5716.074870538008	1	1.0	Ctrl_H2O2
84	7	247.6371449189792	1	1.0	Ctrl_H2O2
85	7	210.17401082296718	1	1.0	Ctrl_H2O2
86	7	5176.899527872111	1	1.0	Ctrl_H2O2
87	7	244.53826955074877	1	1.5	Ctrl_H2O2
88	7	222.64764413227977	1	1.0	Ctrl_H2O2
89	7	216.822498225692	2	2.0	Ctrl_H2O2
90	7	221.1528995279838	1	1.0	Ctrl_H2O2
91	7	220.6133109960402	1	1.0	Ctrl_H2O2
92	7	216.9740891275947	1	1.0	Ctrl_H2O2
93	7	224.42328642759873	1	1.0	Ctrl_H2O2
94	7	238.18879198966408	1	1.0	Ctrl_H2O2
95	8	4845.299850147436	3	3.5	Ctrl_H2O2
96	8	5595.001937885665	1	1.5	Ctrl_H2O2
97	8	242.8905196587316	1	1.0	Ctrl_H2O2
98	8	2853.4185395967975	4	4.0	Ctrl_H2O2
99	8	290.1748805363383	1	1.0	Ctrl_H2O2
100	8	254.28471349021018	5	5.0	Ctrl_H2O2
101	8	260.1020113212092	1	1.5	Ctrl_H2O2
102	8	6464.5927730831045	2	1.5	Ctrl_H2O2
103	8	7387.927811948696	1	1.0	Ctrl_H2O2
104	8	6808.009209949251	15	15.0	Ctrl_H2O2
105	8	5974.463353214049	1	1.5	Ctrl_H2O2
106	8	3883.7417912075925	13	12.5	Ctrl_H2O2
107	8	9566.1743854837	6	5.5	Ctrl_H2O2
108	8	9049.56053996699	1	0.5	Ctrl_H2O2
109	9	204.38463005339435	2	2.0	Ctrl_H2O2
110	9	203.4472693032015	2	2.0	Ctrl_H2O2
111	9	207.64030631028643	1	1.0	Ctrl_H2O2
112	9	206.011367781155	1	1.0	Ctrl_H2O2
113	9	205.47242477876105	2	2.5	Ctrl_H2O2
114	9	211.43641527295676	1	1.0	Ctrl_H2O2
115	9	1133.609974493949	14	13.5	Ctrl_H2O2
116	9	274.268023907359	1	1.0	Ctrl_H2O2
117	9	5568.747482243189	8	8.0	Ctrl_H2O2
118	9	5338.844910109736	6	6.0	Ctrl_H2O2
119	9	3596.1680591772656	8	8.0	Ctrl_H2O2
120	9	4662.987183979975	3	3.0	Ctrl_H2O2
121	9	226.22793434499846	2	1.5	Ctrl_H2O2
122	10	4923.687935564949	2	2.5	Ctrl_H2O2
123	10	237.49286510590858	1	1.0	Ctrl_H2O2
124	10	8422.300570587153	3	3.5	Ctrl_H2O2
125	10	282.4864807624426	1	0.5	Ctrl_H2O2
126	10	1935.1425940541963	1	1.0	Ctrl_H2O2
127	10	7950.0505859375	1	1.5	Ctrl_H2O2
128	10	7732.077084898572	2	2.0	Ctrl_H2O2
129	10	270.8534818274355	2	2.0	Ctrl_H2O2
130	10	7111.769603097773	1	1.0	Ctrl_H2O2
131	10	7622.313332094866	12	12.0	Ctrl_H2O2
132	11	242.4554109334325	1	0.5	Ctrl
133	11	248.97277556440903	1	0.5	Ctrl
134	11	239.38955565080727	1	1.5	Ctrl
135	11	251.2321548145172	1	1.0	Ctrl
136	11	244.65387514561777	1	1.0	Ctrl
137	11	239.21477946017117	1	1.0	Ctrl
138	11	254.29395173926667	1	1.0	Ctrl
139	11	264.13864104323955	3	2.5	Ctrl
140	11	248.5100538599641	8	7.5	Ctrl
141	11	250.70403555300695	1	1.0	Ctrl
142	11	308.3439872153416	1	1.0	Ctrl
143	11	247.24661609400565	1	1.5	Ctrl
144	11	266.42262172284643	2	2.0	Ctrl
145	11	12833.412894939634	8	8.0	Ctrl
146	11	257.5265826560286	1	0.5	Ctrl
147	11	6435.7285468404225	11	11.0	Ctrl
148	11	248.3670123532103	1	1.5	Ctrl
149	12	345.34321256202844	1	1.5	Ctrl
150	12	13815.366620154098	22	21.5	Ctrl
151	12	15770.837078283656	11	10.5	Ctrl
152	12	11259.23446984373	21	20.5	Ctrl
153	12	9712.1984277582	21	21.5	Ctrl
154	12	12196.672418211327	5	5.0	Ctrl
155	12	2988.131989068617	6	6.0	Ctrl
156	12	355.3026894451962	1	1.0	Ctrl
157	12	275.5323441670592	1	0.5	Ctrl
158	12	253.1505199781062	3	2.5	Ctrl
159	12	272.216088199265	1	1.0	Ctrl
160	12	243.2869442705072	1	1.0	Ctrl
161	12	246.11715449028193	1	1.5	Ctrl
162	12	254.38977455716585	2	2.0	Ctrl
163	12	263.2117446934398	1	1.5	Ctrl
164	13	245.83704689058862	1	0.5	Ctrl
165	13	258.77912276769035	2	2.0	Ctrl
166	13	250.02476395560709	1	0.5	Ctrl
167	13	254.94774298495324	2	1.5	Ctrl
168	13	276.20522807928677	1	1.5	Ctrl
169	13	280.3912497646099	1	1.0	Ctrl
170	13	728.5790538530199	4	3.5	Ctrl
171	13	4551.638821510975	3	3.0	Ctrl
172	13	763.7898175397293	2	2.5	Ctrl
173	13	7561.970747200089	5	4.5	Ctrl
174	13	280.51962562577086	1	1.0	Ctrl
175	13	292.50934511735727	1	0.5	Ctrl
176	13	293.62320307754607	1	1.5	Ctrl
177	13	259.47429237782256	1	1.0	Ctrl
178	13	265.29425451942006	2	2.0	Ctrl
179	13	263.9567519858782	1	1.0	Ctrl
180	14	207.43075380441195	1	1.0	Ctrl
181	14	238.62456622798402	3	3.0	Ctrl
182	14	9891.50229755179	7	7.5	Ctrl
183	14	217.03160673045198	1	1.0	Ctrl
184	14	260.716396703609	1	1.0	Ctrl
185	14	8729.141956961123	13	13.0	Ctrl
186	14	280.3615604819919	1	1.0	Ctrl
187	14	6135.105493807558	11	11.0	Ctrl
188	14	264.73781772223003	1	0.5	Ctrl
189	14	258.5477460656175	1	0.5	Ctrl
190	14	12900.48048243419	4	3.5	Ctrl
191	14	373.2002099055425	1	1.0	Ctrl
192	14	274.3649479027518	3	3.5	Ctrl
193	14	308.4495122771611	1	0.5	Ctrl
194	15	208.31767141333668	1	1.5	Ctrl
195	15	203.91295715109203	1	1.0	Ctrl
196	15	205.6837908576298	1	1.0	Ctrl
197	15	209.13504340447753	1	1.0	Ctrl
198	15	219.56513057642795	2	2.0	Ctrl
199	15	277.1366579249303	2	2.0	Ctrl
200	15	207.19255472538995	1	1.0	Ctrl
201	15	212.45111564299424	1	1.0	Ctrl
202	15	205.36661391646285	2	2.5	Ctrl
203	15	217.5236819235226	1	1.5	Ctrl
204	16	201.3604938271605	1	1.5	shSTN1_Etoposide
205	16	208.8533082470994	1	1.0	shSTN1_Etoposide
206	16	195.03345409697064	1	1.5	shSTN1_Etoposide
207	16	250.26025868294926	1	1.0	shSTN1_Etoposide
208	16	206.63796055552032	1	0.5	shSTN1_Etoposide
209	16	210.78139475855068	1	1.5	shSTN1_Etoposide
210	16	204.92298347910594	1	1.5	shSTN1_Etoposide
211	16	254.3109425785482	1	1.5	shSTN1_Etoposide
212	16	296.7762551060746	1	1.5	shSTN1_Etoposide
213	16	285.56204431230975	1	0.5	shSTN1_Etoposide
214	16	328.9275350233489	1	1.0	shSTN1_Etoposide
215	16	16208.00535062319	5	5.0	shSTN1_Etoposide
216	16	18474.42090940016	9	9.5	shSTN1_Etoposide
217	16	9492.861842784836	20	20.0	shSTN1_Etoposide
218	16	340.1706268958544	1	1.0	shSTN1_Etoposide
219	17	208.4415015015015	1	0.5	shSTN1_Etoposide
220	17	214.73899826288363	1	1.0	shSTN1_Etoposide
221	17	203.75292225864308	1	1.5	shSTN1_Etoposide
222	17	230.45041937229436	1	0.5	shSTN1_Etoposide
223	17	216.1193371969635	1	1.0	shSTN1_Etoposide
224	17	262.68466912630504	1	1.5	shSTN1_Etoposide
225	17	2924.9987317342157	9	9.5	shSTN1_Etoposide
226	17	207.6922377657694	3	3.5	shSTN1_Etoposide
227	17	208.04284638990214	1	0.5	shSTN1_Etoposide
228	17	8139.100323852436	2	2.5	shSTN1_Etoposide
229	17	263.77276273933137	1	1.0	shSTN1_Etoposide
230	17	358.806173594132	22	21.5	shSTN1_Etoposide
231	17	1194.7527078820196	1	1.0	shSTN1_Etoposide
232	17	14708.166963226571	9	8.5	shSTN1_Etoposide
233	18	222.7129700106561	1	1.0	shSTN1_Etoposide
234	18	195.15657047460053	2	2.0	shSTN1_Etoposide
235	18	7558.840760204449	1	1.0	shSTN1_Etoposide
236	18	228.90209545167846	1	1.0	shSTN1_Etoposide
237	18	213.10475534114403	1	1.0	shSTN1_Etoposide
238	18	207.49742302997424	2	2.0	shSTN1_Etoposide
239	18	199.0732465128578	1	1.0	shSTN1_Etoposide
240	18	209.46553076210165	1	1.5	shSTN1_Etoposide
241	18	197.02953709649174	1	1.5	shSTN1_Etoposide
242	18	238.12653790638532	1	1.5	shSTN1_Etoposide
243	18	11200.06210378023	4	4.5	shSTN1_Etoposide
244	18	205.6072444418645	1	1.5	shSTN1_Etoposide
245	18	202.00074995312792	1	0.5	shSTN1_Etoposide
246	18	11341.709861183866	6	6.5	shSTN1_Etoposide
247	19	213.36234576091283	1	1.0	shSTN1_Etoposide
248	19	6227.43028019007	23	23.0	shSTN1_Etoposide
249	19	8790.678355574173	14	14.5	shSTN1_Etoposide
250	19	9863.27472125754	11	11.5	shSTN1_Etoposide
251	19	242.3620743323165	1	1.5	shSTN1_Etoposide
252	19	341.58880591806826	1	1.5	shSTN1_Etoposide
253	19	258.7032956685499	1	0.5	shSTN1_Etoposide
254	19	1966.8638229004105	15	15.5	shSTN1_Etoposide
255	19	10305.610609989852	7	6.5	shSTN1_Etoposide
256	19	9419.227372544365	6	6.0	shSTN1_Etoposide
257	19	10434.310857866414	13	13.0	shSTN1_Etoposide
258	19	282.8995986206117	1	1.5	shSTN1_Etoposide
259	20	9809.60718113612	11	11.5	shSTN1_Etoposide
260	20	315.64269935939916	2	1.5	shSTN1_Etoposide
261	20	2694.2132468113673	7	7.5	shSTN1_Etoposide
262	20	8312.732836570663	11	11.0	shSTN1_Etoposide
263	20	253.08284784098697	1	1.0	shSTN1_Etoposide
264	20	11977.231878172588	6	6.0	shSTN1_Etoposide
265	20	325.5723475222363	1	1.0	shSTN1_Etoposide
266	20	282.9619786176781	8	7.5	shSTN1_Etoposide
267	20	240.34086488104145	1	1.0	shSTN1_Etoposide
268	20	6980.085633913385	14	13.5	shSTN1_Etoposide
269	20	12234.70580027905	5	5.0	shSTN1_Etoposide
270	20	306.74711847637894	12	12.0	shSTN1_Etoposide
271	20	3019.907295338166	13	13.0	shSTN1_Etoposide
272	20	239.52041438147472	1	0.5	shSTN1_Etoposide
273	20	233.34252486834407	1	1.5	shSTN1_Etoposide
274	20	12699.942190993293	10	9.5	shSTN1_Etoposide
275	21	197.46975413034994	1	1.5	shSTN1_H2O2
276	21	4569.050551415798	1	1.5	shSTN1_H2O2
277	21	185.7586693548387	1	1.0	shSTN1_H2O2
278	21	183.68216313116224	1	1.5	shSTN1_H2O2
279	21	4321.902085712569	8	8.5	shSTN1_H2O2
280	21	197.609007127943	1	1.0	shSTN1_H2O2
281	21	6150.9167045196455	1	1.0	shSTN1_H2O2
282	21	7740.526906619682	1	0.5	shSTN1_H2O2
283	21	5818.481023142509	1	1.0	shSTN1_H2O2
284	21	195.4232266435986	2	2.0	shSTN1_H2O2
285	21	6903.772825013076	2	2.0	shSTN1_H2O2
286	21	6523.702997099581	2	2.0	shSTN1_H2O2
287	22	8122.935164563227	1	0.5	shSTN1_H2O2
288	22	208.95187845655076	1	1.0	shSTN1_H2O2
289	22	1433.6799275362318	1	1.0	shSTN1_H2O2
290	22	187.68621876402813	1	0.5	shSTN1_H2O2
291	22	5849.722683349852	1	1.0	shSTN1_H2O2
292	22	218.0661719985403	2	2.0	shSTN1_H2O2
293	22	204.3283507006827	1	1.0	shSTN1_H2O2
294	22	205.6162473476811	1	1.0	shSTN1_H2O2
295	22	190.9685476410731	1	1.0	shSTN1_H2O2
296	22	197.10383919877592	1	0.5	shSTN1_H2O2
297	22	11389.445672836418	4	4.0	shSTN1_H2O2
298	22	193.74574010066095	2	2.5	shSTN1_H2O2
299	22	193.64655701904047	1	0.5	shSTN1_H2O2
300	22	208.76703725706525	1	1.5	shSTN1_H2O2
301	23	193.9827742520399	1	1.0	shSTN1_H2O2
302	23	188.49614979330468	1	1.5	shSTN1_H2O2
303	23	196.20331500581932	1	1.5	shSTN1_H2O2
304	23	8041.246334472495	1	1.0	shSTN1_H2O2
305	23	190.47363207734062	1	0.5	shSTN1_H2O2
306	23	196.7123904478572	2	2.0	shSTN1_H2O2
307	23	197.15529539463483	1	1.0	shSTN1_H2O2
308	23	193.10215128383066	2	2.0	shSTN1_H2O2
309	23	194.4571567278906	1	1.0	shSTN1_H2O2
310	23	191.73955255382018	2	2.5	shSTN1_H2O2
311	23	189.23431708991077	1	1.0	shSTN1_H2O2
312	23	200.98256619144604	1	1.5	shSTN1_H2O2
313	24	271.02621172748843	1	0.5	shSTN1_H2O2
314	24	3692.963978849967	4	4.0	shSTN1_H2O2
315	24	3623.546238938053	2	1.5	shSTN1_H2O2
316	24	8042.62211046409	2	2.5	shSTN1_H2O2
317	24	689.532503930549	1	1.0	shSTN1_H2O2
318	24	4070.779192825112	7	6.5	shSTN1_H2O2
319	24	4508.731834434277	1	1.5	shSTN1_H2O2
320	24	8813.108993902439	2	2.0	shSTN1_H2O2
321	24	6348.313339301701	1	0.5	shSTN1_H2O2
322	24	7049.570561456752	1	1.0	shSTN1_H2O2
323	24	10730.736842105263	1	0.5	shSTN1_H2O2
324	25	5469.58073433087	1	1.0	shSTN1_H2O2
325	25	4369.846207497821	1	1.0	shSTN1_H2O2
326	25	4698.815090041224	4	3.5	shSTN1_H2O2
327	25	9253.890480782477	2	2.0	shSTN1_H2O2
328	25	10001.655944972159	1	1.5	shSTN1_H2O2
329	25	208.0409840586905	6	6.0	shSTN1_H2O2
330	25	5818.661787169042	4	4.5	shSTN1_H2O2
331	25	10428.434028219142	1	1.0	shSTN1_H2O2
332	25	191.80238778705638	2	2.0	shSTN1_H2O2
333	25	206.2513393108893	1	1.0	shSTN1_H2O2
334	25	219.5321791296111	1	1.0	shSTN1_H2O2
335	25	211.79088183285924	1	1.5	shSTN1_H2O2
336	26	281.05098383934006	1	0.5	shSTN1
337	26	225.6489010989011	1	0.5	shSTN1
338	26	228.31074127673259	1	1.0	shSTN1
339	26	233.01821204564348	2	2.0	shSTN1
340	26	234.202337174144	1	1.5	shSTN1
341	26	351.9347119152839	3	3.0	shSTN1
342	26	11412.159337385294	3	3.5	shSTN1
343	26	10729.204960994637	4	4.0	shSTN1
344	26	287.7450140102192	1	0.5	shSTN1
345	26	284.2740118212043	1	1.5	shSTN1
346	26	5151.24242815628	3	3.0	shSTN1
347	26	6921.166690909091	1	1.5	shSTN1
348	26	10095.68637013916	1	1.0	shSTN1
349	26	8272.980641874681	3	3.0	shSTN1
350	26	364.5858401922937	1	1.0	shSTN1
351	26	9413.718165206981	2	1.5	shSTN1
352	26	13080.32585499316	3	3.0	shSTN1
353	26	11673.57113332961	2	1.5	shSTN1
354	26	548.8302947052947	1	1.5	shSTN1
355	27	275.98509085261685	3	3.0	shSTN1
356	27	336.47827631111636	1	1.5	shSTN1
357	27	289.69631342865154	2	1.5	shSTN1
358	27	10056.655862160022	8	8.0	shSTN1
359	27	9676.887945937451	7	7.5	shSTN1
360	27	10228.863471752777	13	13.0	shSTN1
361	27	3884.0789264729237	15	15.5	shSTN1
362	27	325.9634797776082	1	1.0	shSTN1
363	27	567.1542932263199	19	19.0	shSTN1
364	27	426.2774429871204	6	6.0	shSTN1
365	27	14353.593447293448	10	10.5	shSTN1
366	27	387.05043050430504	1	0.5	shSTN1
367	27	13043.567964816852	21	21.5	shSTN1
368	27	313.91209739263803	1	0.5	shSTN1
369	28	279.7653200419727	1	1.5	shSTN1
370	28	206.03744397070076	2	1.5	shSTN1
371	28	209.13731593439482	4	4.5	shSTN1
372	28	224.61666235446313	1	1.0	shSTN1
373	28	203.41931986762523	1	1.0	shSTN1
374	28	202.85506963107744	2	2.5	shSTN1
375	28	202.10187150299055	1	1.0	shSTN1
376	28	202.27746813089786	1	1.0	shSTN1
377	28	204.0667326242889	3	3.0	shSTN1
378	28	201.06006656861987	1	1.0	shSTN1
379	28	199.11879925822902	1	1.5	shSTN1
380	28	209.47820635299738	1	0.5	shSTN1
381	29	208.33622801157873	1	1.0	shSTN1
382	29	198.4054168072899	1	1.0	shSTN1
383	29	236.9104463255098	1	1.5	shSTN1
384	29	209.04796756008307	1	1.0	shSTN1
385	29	16667.569264196372	9	9.0	shSTN1
386	29	195.16671465591708	1	0.5	shSTN1
387	29	205.3962522370776	1	1.0	shSTN1
388	29	202.50502652890253	1	0.5	shSTN1
389	29	220.39589485055816	1	0.5	shSTN1
390	29	218.35886282429703	1	1.5	shSTN1
391	29	202.6119041382923	1	1.0	shSTN1
392	29	200.55635653169844	1	1.0	shSTN1
393	29	205.88071542904865	1	1.0	shSTN1
394	29	211.72553085007507	1	1.5	shSTN1
395	29	204.22960838114244	6	5.5	shSTN1
396	29	195.98365964963932	1	1.0	shSTN1
397	30	196.5761961015948	2	1.5	shSTN1
398	30	258.0460297084174	1	0.5	shSTN1
399	30	205.00544374793796	1	1.5	shSTN1
400	30	264.34309189534144	1	1.5	shSTN1
401	30	15153.159863474932	1	1.0	shSTN1
402	30	294.4802790912236	1	1.5	shSTN1
403	30	12961.675085826386	19	19.5	shSTN1
404	30	324.91799007444166	6	6.0	shSTN1
405	30	18808.20818953456	1	1.5	shSTN1
406	30	322.0987429836351	1	0.5	shSTN1
407	30	14844.096018118613	10	10.5	shSTN1
408	30	296.6026747806397	1	1.5	shSTN1
409	30	290.25605891126025	1	1.5	shSTN1
410	30	253.5174063995496	1	1.5	shSTN1
